C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='A'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
763 |BPS CS 22177-0018                  |HB*|04 14 30.6927084552 -25 20 45.447919944|     ~   |     ~   |15.0     |     ~   |     ~   |A              |   2|   0
764 |BPS CS 22182-0018                  |HB*|04 16 35.5919516160 -30 18 50.188842612|     ~   |     ~   |14.3     |     ~   |     ~   |A              |   1|   0
765 |HD 276263                          |*  |04 20 37.1337260136 +41 46 57.101223396|     ~   |11.84    |11.88    |     ~   |     ~   |A              |   1|   0
766 |HD 276343                          |*  |04 26 29.7072198960 +41 29 39.958126692|     ~   |12.14    |12.22    |     ~   |     ~   |A              |   2|   0
767 |HD 276419                          |*  |04 28 25.9885776912 +41 30 48.976459020|     ~   |12.45    |12.03    |     ~   |     ~   |A              |   2|   0
768 |HD 276348                          |*  |04 26 21.404 +41 19 34.21              |     ~   |12.47    |12.65    |     ~   |     ~   |A              |   1|   0
769 |HD 276425                          |*  |04 29 57.3931 +41 16 29.092            |     ~   |11.91    |11.81    |     ~   |     ~   |A              |   2|   0
770 |HD 276426                          |*  |04 29 58.7182645128 +41 13 53.141825028|     ~   |11.47    |11.30    |     ~   |     ~   |A              |   2|   0
771 |HD 276365                          |*  |04 25 41.5969977120 +40 15 57.139997796|     ~   |12.15    |12.12    |     ~   |     ~   |A              |   2|   0
772 |HD 279710                          |*  |04 20 39.5687768280 +38 51 29.428790796|     ~   |12.48    |11.12    |     ~   |     ~   |A              |   2|   0
773 |HD 276312                          |*  |04 20 34.3714310280 +39 03 49.841193240|     ~   |12.33    |11.60    |     ~   |     ~   |A              |   2|   0
774 |HD 279776                          |*  |04 20 00.1931496821 +34 09 25.075870485|     ~   |11.83    |11.61    |     ~   |     ~   |A              |   2|   0
775 |HD 279902                          |*  |04 27 17.9373329688 +35 00 06.920977320|     ~   |12.00    |11.47    |     ~   |     ~   |A              |   3|   0
776 |HD 279904                          |*  |04 29 05.1352586664 +34 59 51.686726172|     ~   |11.88    |11.34    |     ~   |     ~   |A              |   2|   0
777 |HD 279848                          |*  |04 23 20.8950514224 +34 10 09.624059904|     ~   |11.99    |11.79    |     ~   |     ~   |A              |   2|   0
778 |HD 282088                          |*  |04 26 15.7978415544 +33 12 53.131668516|     ~   |11.9     |     ~   |     ~   |     ~   |A              |   1|   0
779 |HD 282087                          |*  |04 26 17.9225854440 +33 13 12.441458136|     ~   |11.77    |12.12    |     ~   |     ~   |A              |   2|   0
780 |HD 281944                          |*  |04 21 59.1941492976 +33 42 44.347099644|     ~   |11.77    |11.45    |     ~   |     ~   |A              |   2|   0
781 |HD 281982                          |*  |04 23 41.2876245168 +32 32 27.329288568|     ~   |12.39    |11.86    |     ~   |     ~   |A              |   3|   0
782 |HD 281992                          |*  |04 23 28.1263347432 +32 24 17.212402584|     ~   |11.76    |11.39    |     ~   |     ~   |A              |   4|   0
783 |HD 282128                          |*  |04 26 33.1262141232 +31 41 25.483053120|     ~   |12.18    |11.93    |     ~   |     ~   |A              |   3|   0
784 |HD 282176                          |*  |04 27 22.0785831024 +29 35 07.239706476|     ~   |12.06    |11.19    |     ~   |     ~   |A              |   4|   0
785 |HD 282166                          |*  |04 29 38.0120208000 +30 01 27.644608560|     ~   |12.61    |11.48    |     ~   |     ~   |A              |   3|   0
786 |HD 283566                          |*  |04 22 31.9093293312 +28 33 15.772360680|     ~   |11.80    |11.18    |     ~   |     ~   |A              |   4|   0
787 |HD 283587                          |*  |04 22 56.9605412856 +26 14 20.951034216|     ~   |11.42    |10.73    |     ~   |     ~   |A              |   4|   0
788 |HD 284489                          |*  |04 29 56.0912612976 +22 16 46.471222632|     ~   |12.04    |12.31    |     ~   |     ~   |A              |   2|   0
789 |HD 285714                          |*  |04 21 03.9465849312 +14 25 28.801505244|     ~   |10       |     ~   |     ~   |     ~   |A              |   5|   0
790 |HD 286685                          |*  |04 20 24.5512384368 +13 12 35.359428996|     ~   |12.25    |12.50    |12.09    |     ~   |A              |   3|   0
791 |HD 27849                           |*  |04 24 21.7510501896 +14 42 42.731088444|     ~   |10.33    |9.81     |     ~   |     ~   |A              |   7|   0
792 |HD 286776                          |*  |04 26 00.1890791136 +14 13 35.457111012|     ~   |12.10    |11.56    |     ~   |     ~   |A              |   4|   0
793 |BPS CS 22177-0030                  |HB*|04 20 24.8071531368 -22 40 28.871743872|     ~   |14.06    |13.67    |13.71    |     ~   |A              |   1|   0
794 |BPS CS 22177-0033                  |HB*|04 21 36.1998131688 -24 47 26.472486660|     ~   |     ~   |14.1     |     ~   |     ~   |A              |   1|   0
795 |BPS CS 22182-0026                  |HB*|04 24 41.4340516800 -32 16 57.568733292|     ~   |     ~   |14.6     |     ~   |     ~   |A              |   1|   0
796 |BPS CS 22186-0034                  |*  |04 23 50.0470046232 -33 27 27.854395092|14.26    |14.30    |13.93    |     ~   |     ~   |A              |   3|   0
797 |HD 276519                          |*  |04 33 35.4227298072 +41 38 19.859908668|     ~   |12.07    |11.71    |     ~   |     ~   |A              |   2|   0
798 |HD 276612                          |*  |04 37 30.6146686704 +41 40 28.804764324|     ~   |11.46    |11.41    |     ~   |     ~   |A              |   2|   0
799 |HD 276626                          |*  |04 36 20.2914034728 +41 10 18.636846888|     ~   |11.92    |11.46    |     ~   |     ~   |A              |   2|   0
800 |HD 276642                          |*  |04 37 52.2290164272 +40 45 55.372649976|     ~   |12.08    |12.03    |     ~   |     ~   |A              |   2|   0
801 |HD 279925                          |*  |04 32 14.4235711248 +38 18 04.212108288|     ~   |11.82    |10.95    |     ~   |     ~   |A              |   2|   0
802 |HD 276563                          |*  |04 32 35.9080836288 +39 34 24.177033768|     ~   |12.08    |11.34    |     ~   |     ~   |A              |   4|   0
803 |HD 276562                          |*  |04 32 38.2272861504 +39 34 28.482286044|     ~   |11.75    |11.09    |     ~   |     ~   |A              |   8|   0
804 |HD 280034                          |*  |04 39 50.6755582416 +38 21 51.747963732|     ~   |11.71    |11.71    |     ~   |     ~   |A              |   3|   0
805 |HD 280048                          |*  |04 39 18.1968862320 +37 17 43.701152460|     ~   |12.14    |11.45    |     ~   |     ~   |A              |   3|   0
806 |HD 280065                          |*  |04 39 34.1423915112 +35 29 04.847764848|     ~   |12.10    |11.38    |     ~   |     ~   |A              |   2|   0
807 |HD 280019                          |*  |04 37 40.3784603208 +35 16 34.035671064|     ~   |11.72    |10.87    |     ~   |     ~   |A              |   4|   0
808 |HD 280024                          |*  |04 34 17.4061422384 +34 17 34.487727684|     ~   |12.19    |11.82    |     ~   |     ~   |A              |   2|   0
809 |HD 282293                          |*  |04 36 13.1425920175 +32 25 21.938331968|     ~   |12.06    |11.32    |     ~   |     ~   |A              |   2|   0
810 |HD 282360                          |*  |04 40 00.4532737656 +32 22 26.051854368|     ~   |11.89    |11.46    |     ~   |     ~   |A              |   3|   0
811 |HD 282251                          |*  |04 32 42.6663454464 +30 45 08.762746140|     ~   |12.14    |11.59    |     ~   |     ~   |A              |   3|   0
812 |HD 282266                          |*  |04 32 02.9493962328 +30 04 58.690026120|     ~   |12.5     |11.8     |     ~   |     ~   |A              |   2|   0
813 |HD 282372                          |*  |04 40 28.2372071784 +30 55 42.256166484|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
814 |HD 282384                          |*  |04 39 00.6923641200 +29 44 03.073996716|     ~   |12.21    |12.12    |     ~   |     ~   |A              |   3|   0
815 |HD 283675                          |*  |04 30 06.7729065312 +28 42 36.314311176|     ~   |10       |11.9     |     ~   |     ~   |A              |   2|   0
816 |HD 283696                          |*  |04 30 25.5864419544 +27 25 54.271452828|     ~   |12.13    |11.3     |     ~   |     ~   |A              |   6|   0
817 |HD 283726                          |*  |04 38 55.7447772144 +28 45 34.277595624|     ~   |10       |12.0     |     ~   |     ~   |A              |   5|   0
818 |HD 283692                          |*  |04 34 34.1433938592 +27 26 06.132327432|     ~   |11.8     |11.1     |     ~   |     ~   |A              |   5|   0
819 |HD 283754                          |*  |04 38 53.7046695672 +25 13 49.824928056|     ~   |12.14    |11.1     |     ~   |     ~   |A              |   6|   0
820 |HD 284487                          |Pe*|04 31 31.0463730528 +22 13 15.059337312|     ~   |11.92    |11.66    |     ~   |     ~   |A              |  14|   0
821 |HD 284474                          |*  |04 32 11.9285251896 +23 19 30.785295432|     ~   |11.93    |11.28    |     ~   |     ~   |A              |   6|   0
822 |HD 284539                          |*  |04 36 48.3333583296 +22 19 46.505229456|     ~   |12.11    |11.56    |     ~   |     ~   |A              |   6|   0
823 |HD 284607                          |*  |04 39 07.3699789296 +21 19 27.882857064|     ~   |10       |     ~   |     ~   |     ~   |A              |   2|   0
824 |HD 284601                          |*  |04 39 30.1904838096 +21 25 41.545590600|     ~   |11.87    |11.13    |     ~   |     ~   |A              |   3|   0
825 |HD 284549                          |*  |04 34 44.9714862816 +21 29 09.774775392|     ~   |12.28    |11.76    |     ~   |     ~   |A              |   4|   0
826 |HD 284525                          |*  |04 33 03.4216251240 +19 22 26.814635328|     ~   |11.68    |11.16    |     ~   |     ~   |A              |   3|   0
827 |HD 284624                          |Pe*|04 37 24.6492955944 +19 58 54.367567932|     ~   |11.78    |12.02    |     ~   |     ~   |A              |   4|   0
828 |HD 284565                          |*  |04 34 39.0703234176 +19 44 29.943832956|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
829 |HD 29669                           |*  |04 41 00.8057085048 +18 06 27.835054956|     ~   |10.69    |10.18    |     ~   |     ~   |A              |   4|   0
830 |HD 286907                          |SB*|04 36 50.0051402256 +10 32 52.556247168|     ~   |11.76    |11.33    |     ~   |     ~   |A              |   3|   0
831 |HD 29343                           |Pu*|04 37 37.5103274160 +08 07 12.158669028|     ~   |9.35     |9.15     |     ~   |     ~   |A              |   3|   0
832 |EC 04375-1312                      |HB*|04 39 55.0761442344 -13 06 38.068068024|10.86    |11.30    |11.40    |     ~   |     ~   |A              |   4|   0
833 |BPS CS 22186-0043                  |HB*|04 34 18.5367732672 -33 53 20.395689684|14.54    |14.51    |14.21    |14.39    |     ~   |A              |   3|   0
834 |BPS CS 22191-0010                  |HB*|04 34 38.4446802888 -37 53 49.537647240|     ~   |13.37    |13.08    |13.25    |     ~   |A              |   1|   0
835 |BPS CS 22191-0020                  |HB*|04 39 28.4006250000 -41 51 55.524659184|     ~   |14.20    |13.91    |14.00    |     ~   |A              |   1|   0
836 |HD 276974                          |SB*|04 51 22.4883271272 +43 10 03.695271312|     ~   |11.44    |11.01    |     ~   |     ~   |A              |   2|   0
837 |HD 276997                          |Pu*|04 50 44.2248889848 +42 04 56.914589892|     ~   |11.75    |11.27    |     ~   |     ~   |A              |   3|   0
838 |HD 276745                          |*  |04 46 24.6684231384 +43 19 37.296276420|     ~   |11.41    |10.93    |     ~   |     ~   |A              |   2|   0
839 |HD 276836                          |*  |04 48 29.6021323488 +43 16 56.431351200|     ~   |11.58    |11.18    |     ~   |     ~   |A              |   3|   0
840 |HD 276842                          |*  |04 47 26.1281350848 +42 58 06.378895884|     ~   |11.80    |11.10    |     ~   |     ~   |A              |   2|   0
841 |HD 276855                          |*  |04 50 07.9414921368 +42 28 30.026615808|     ~   |11.83    |11.70    |     ~   |     ~   |A              |   2|   0
842 |HD 276863                          |*  |04 50 13.7759717232 +42 08 50.002383588|     ~   |11.60    |11.45    |     ~   |     ~   |A              |   2|   0
843 |HD 276774                          |*  |04 45 57.3155275728 +41 28 24.917087784|     ~   |11.81    |11.28    |     ~   |     ~   |A              |   2|   0
844 |HD 276895                          |*  |04 48 34.5788712744 +41 18 46.025873856|     ~   |11.78    |11.55    |     ~   |     ~   |A              |   2|   0
845 |HD 276896                          |*  |04 49 44.0853440088 +41 21 59.181169932|     ~   |11.62    |11.24    |     ~   |     ~   |A              |   2|   0
846 |HD 276909                          |*  |04 48 42.1260814296 +40 53 31.107534936|     ~   |11.70    |11.80    |     ~   |     ~   |A              |   2|   0
847 |HD 280093                          |*  |04 44 08.1959878776 +38 09 58.406909940|     ~   |11.91    |12.17    |     ~   |     ~   |A              |   2|   0
848 |HD 276793                          |*  |04 45 53.4310579824 +40 17 23.390977416|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
849 |HD 276916                          |*  |04 50 44.5723643256 +40 19 54.788312820|     ~   |12.18    |12.25    |     ~   |     ~   |A              |   2|   0
850 |HD 276925                          |*  |04 48 31.4838709728 +40 08 30.015124836|     ~   |11.84    |11.25    |     ~   |     ~   |A              |   2|   0
851 |HD 277043                          |*  |04 51 30.1443498600 +39 59 15.794894040|     ~   |11.57    |11.57    |     ~   |     ~   |A              |   3|   0
852 |HD 280086                          |*  |04 46 26.0505974064 +38 14 53.842169796|     ~   |12.06    |11.61    |     ~   |     ~   |A              |   2|   0
853 |HD 277052                          |*  |04 52 08.8079022071 +39 46 55.043419041|     ~   |11.75    |11.55    |     ~   |     ~   |A              |   2|   0
854 |HD 276934                          |*  |04 47 20.7346929240 +39 45 35.979980184|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
855 |HD 276944                          |*  |04 50 00.03 +39 33 02.1                |     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
856 |HD 276945                          |*  |04 49 34.4709229728 +39 32 42.916568568|     ~   |11.67    |11.53    |     ~   |     ~   |A              |   5|   0
857 |HD 276959                          |*  |04 48 36.4237362624 +39 12 37.733963508|     ~   |11.87    |11.27    |     ~   |     ~   |A              |   2|   0
858 |HD 280080                          |*  |04 43 10.8647384832 +38 42 34.695988056|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
859 |HD 276939                          |*  |04 49 55.2021971256 +39 48 31.255401600|     ~   |11.62    |10.95    |     ~   |     ~   |A              |   1|   0
860 |HD 280097                          |*  |04 43 58.1723223696 +37 39 17.742252132|     ~   |12.14    |11.41    |     ~   |     ~   |A              |   2|   0
861 |HD 280109                          |*  |04 43 32.1429277968 +36 46 51.429432972|     ~   |12.16    |12.09    |     ~   |     ~   |A              |   2|   0
862 |HD 280100                          |*  |04 45 05.5019995824 +37 39 48.436011792|     ~   |12.13    |10.91    |     ~   |     ~   |A              |   2|   0
863 |HD 280129                          |SB*|04 43 40.3329394704 +34 51 40.069973016|     ~   |10       |     ~   |     ~   |     ~   |A              |   2|   0
864 |HD 282410                          |*  |04 44 43.0970842872 +32 10 35.438245932|     ~   |11.70    |11.32    |     ~   |     ~   |A              |   3|   0
865 |HD 282412                          |*  |04 46 19.4741370288 +32 16 55.401188088|     ~   |11.24    |10.55    |     ~   |     ~   |A              |   2|   0
866 |HD 282421                          |*  |04 45 27.8122209936 +31 01 10.552583928|     ~   |12.16    |11.02    |     ~   |     ~   |A              |   2|   0
867 |HD 283842                          |*  |04 50 11.6659545504 +27 40 38.162019576|     ~   |11.71    |11.20    |     ~   |     ~   |A              |   4|   0
868 |HD 283781                          |*  |04 45 03.4824870384 +27 22 23.827587276|     ~   |12.33    |11.76    |     ~   |     ~   |A              |   6|   0
869 |HD 283871                          |*  |04 50 08.8203122784 +26 11 03.117621084|     ~   |12.38    |11.53    |     ~   |     ~   |A              |   3|   0
870 |TYC 1834-591-1                     |Em*|04 43 45.3502716720 +24 39 08.882675856|     ~   |11.90    |11.13    |     ~   |     ~   |A              |   5|   0
871 |HD 284743                          |*  |04 51 37.2234849912 +23 26 29.886247608|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
872 |HD 284745                          |*  |04 49 29.4643593888 +23 30 20.741418360|     ~   |11.93    |11.42    |     ~   |     ~   |A              |   5|   0
873 |HD 284767                          |*  |04 48 06.9247357320 +22 03 39.736592244|     ~   |12.12    |11.83    |     ~   |     ~   |A              |   3|   0
874 |HD 284707                          |*  |04 42 20.2029355992 +20 13 47.590540644|     ~   |11.85    |11.72    |     ~   |     ~   |A              |   8|   0
875 |HD 285969                          |*  |04 43 06.5445261864 +18 58 51.571676532|     ~   |11.48    |11.01    |     ~   |     ~   |A              |   3|   0
876 |HD 284730                          |*  |04 43 25.9733772600 +19 16 50.237755032|     ~   |11.68    |11.18    |     ~   |     ~   |A              |   3|   0
877 |HD 284800                          |*  |04 46 31.2355517496 +20 23 17.292756120|     ~   |12.10    |11.49    |     ~   |     ~   |A              |   2|   0
878 |HD 284816                          |*  |04 50 38.4461363544 +20 14 28.217070312|     ~   |12.03    |11.71    |     ~   |     ~   |A              |   3|   0
879 |HD 284814                          |*  |04 50 49.9105142016 +20 08 55.391580492|     ~   |12.36    |11.44    |     ~   |     ~   |A              |   4|   0
880 |HD 286005                          |*  |04 46 06.6878093448 +19 05 42.516039156|     ~   |11.54    |11.24    |     ~   |     ~   |A              |  12|   0
881 |HD 284838                          |*  |04 46 47.7847558464 +19 16 57.833599476|14.085   |11.67    |11.49    |     ~   |     ~   |A              |   9|   0
882 |HD 284833                          |*  |04 47 47.9869165944 +19 22 59.918368368|14.528   |12.25    |11.76    |     ~   |     ~   |A              |   8|   0
883 |HD 284843                          |** |04 45 37.3180808592 +19 14 25.234488060|13.785   |11.332   |10.804   |10.749   |     ~   |A              |   8|   0
884 |HD 285994                          |*  |04 45 42.6376134504 +19 06 18.930453408|12.605   |10.40    |10.08    |     ~   |     ~   |A              |   9|   0
885 |HD 286015                          |*  |04 45 50.0542267344 +18 57 17.936121636|13.807   |11.52    |10.96    |     ~   |     ~   |A              |  12|   0
886 |HD 286016                          |*  |04 45 54.2548340136 +18 56 59.152575480|11.638   |9.878    |9.617    |     ~   |     ~   |A              |  17|   0
887 |HD 286000                          |*  |04 47 53.6109548544 +18 57 49.470582600|14.429   |12.29    |12.10    |     ~   |     ~   |A              |   9|   0
888 |HD 285999                          |*  |04 47 59.7441952200 +19 09 14.447687040|14.313   |12.00    |11.96    |     ~   |     ~   |A              |   8|   0
889 |HD 284733                          |*  |04 44 19.2181231200 +19 17 33.658964232|14.486   |11.81    |11.42    |     ~   |     ~   |A              |  10|   0
890 |HD 285972                          |*  |04 42 27.4639389072 +18 17 40.745533056|     ~   |11.42    |10.88    |     ~   |     ~   |A              |   3|   0
891 |HD 285984                          |*  |04 41 54.3742886184 +16 06 43.680490740|     ~   |11.5     |11.5     |     ~   |     ~   |A              |   2|   0
892 |HD 30887                           |*  |04 52 00.8278088904 +14 24 20.680702884|     ~   |10.24    |10.14    |     ~   |     ~   |A              |   3|   0
893 |HD 30391                           |*  |04 47 46.0704203064 +13 50 59.926353432|     ~   |9.56     |9.34     |     ~   |     ~   |A              |   2|   0
894 |HD 287156                          |*  |04 48 54.6924748664 +10 44 51.713451533|     ~   |11.71    |11.34    |11.22    |     ~   |A              |  11|   0
895 |HD 287154                          |*  |04 49 17.8776173232 +10 39 53.022264156|     ~   |11.18    |10.73    |     ~   |     ~   |A              |  12|   0
896 |HD 287086                          |*  |04 47 21.3681269160 +09 45 57.959444808|     ~   |11.85    |11.52    |     ~   |     ~   |A              |   4|   0
897 |FBS 0440+002                       |MS*|04 42 53.6626626744 +00 21 38.711668860|     ~   |13.88    |14.7     |     ~   |     ~   |A              |   3|   0
898 |BD-13 997                          |*  |04 51 38.7706885008 -13 25 43.223858004|     ~   |9.04     |8.88     |     ~   |     ~   |A              |   2|   0
899 |HD 276980                          |*  |04 53 55.1555165568 +43 05 53.436610032|     ~   |11.56    |11.38    |     ~   |     ~   |A              |   4|   0
900 |HD 276971                          |*  |04 53 08.2000354632 +43 14 42.752981436|     ~   |11.71    |11.36    |     ~   |     ~   |A              |   2|   0
901 |HD 277111                          |*  |04 55 27.9022685448 +41 51 35.499388968|     ~   |11.84    |11.63    |     ~   |     ~   |A              |   2|   0
902 |HD 277202                          |*  |04 59 52.4456721816 +43 18 38.536512084|     ~   |10.20    |10.05    |     ~   |     ~   |A              |   0|   0
903 |HD 31758                           |*  |05 00 38.1899642352 +43 34 00.197041692|     ~   |9.08     |9.09     |     ~   |     ~   |A              |   2|   0
904 |HD 277104                          |*  |04 56 35.4168446832 +42 02 32.472980016|     ~   |11.43    |11.12    |     ~   |     ~   |A              |   2|   0
905 |HD 277117                          |*  |04 56 31.9001427840 +41 38 08.670489612|     ~   |11.78    |11.99    |     ~   |     ~   |A              |   2|   0
906 |HD 277116                          |*  |04 56 50.2289286912 +41 40 16.713173388|     ~   |11.48    |11.27    |     ~   |     ~   |A              |   2|   0
907 |HD 277106                          |*  |04 57 09.2326010928 +41 56 56.174358660|     ~   |12.04    |12.14    |     ~   |     ~   |A              |   2|   0
908 |HD 277149                          |*  |04 54 10.2107616960 +40 34 34.184242344|     ~   |12.13    |11.73    |     ~   |     ~   |A              |   2|   0
909 |HD 277185                          |*  |04 53 59.8001022696 +39 10 52.885164000|     ~   |11.23    |11.10    |     ~   |     ~   |A              |   4|   0
910 |HD 31519                           |** |04 58 31.1158511040 +40 46 41.850563628|     ~   |9.34     |9.30     |     ~   |     ~   |A              |   5|   0
911 |HD 277267                          |*  |04 58 40.3311847368 +40 47 37.866941736|     ~   |11.83    |11.26    |     ~   |     ~   |A              |   3|   0
912 |HD 277397                          |*  |05 01 10.6124685528 +40 17 45.011134860|     ~   |11.45    |11.25    |     ~   |     ~   |A              |   2|   0
913 |HD 277283                          |*  |05 00 12.3967723032 +40 11 30.611806440|     ~   |11.50    |11.10    |     ~   |     ~   |A              |   2|   0
914 |HD 280223                          |*  |04 58 16.2151356792 +38 47 22.682629320|     ~   |11.61    |11.30    |     ~   |     ~   |A              |   2|   0
915 |HD 280275                          |*  |05 00 56.7923563176 +38 51 57.614093064|     ~   |12.04    |11.86    |     ~   |     ~   |A              |   2|   0
916 |HD 277179                          |*  |04 56 25.9956447696 +39 28 34.933352772|     ~   |11.64    |11.56    |     ~   |     ~   |A              |   2|   0
917 |HD 277298                          |*  |04 57 45.9613133904 +39 25 03.040482360|     ~   |11.35    |11.16    |     ~   |     ~   |A              |   2|   0
918 |HD 277312                          |*  |04 58 38.9731053264 +38 59 22.326065664|     ~   |11.65    |11.73    |     ~   |     ~   |A              |   2|   0
919 |HD 277430                          |*  |05 01 02.5570912896 +39 12 08.067051396|     ~   |11.76    |11.50    |     ~   |     ~   |A              |   2|   0
920 |HD 277432                          |*  |05 03 21.8732988240 +39 04 46.468099560|     ~   |11.60    |11.33    |     ~   |     ~   |A              |   2|   0
921 |HD 31017                           |*  |04 54 13.9535728992 +40 58 59.406298284|     ~   |9.70     |9.67     |     ~   |     ~   |A              |   2|   0
922 |HD 277252                          |*  |05 00 16.4575044456 +41 11 05.634009708|     ~   |11.40    |11.52    |     ~   |     ~   |A              |   2|   0
923 |HD 280200                          |** |04 52 36.77688 +37 48 58.2948          |     ~   |     ~   |     ~   |     ~   |     ~   |A              |   2|   0
924 |HD 280198                          |*  |04 52 55.8112677360 +38 03 05.055015636|     ~   |11.65    |11.17    |     ~   |     ~   |A              |   2|   0
925 |HD 31978                           |*  |05 01 38.6744134512 +38 18 42.049581624|     ~   |9.96     |9.64     |     ~   |     ~   |A              |   4|   0
926 |HD 280339                          |*  |05 02 47.5534549152 +38 17 57.179185980|     ~   |11.46    |10.91    |     ~   |     ~   |A              |   2|   0
927 |HD 280290                          |*  |04 58 32.5166984040 +37 57 12.998017368|     ~   |11.49    |11.19    |     ~   |     ~   |A              |   2|   0
928 |HD 280364                          |*  |05 03 02.2953266424 +36 55 35.475296664|     ~   |11.59    |11.50    |     ~   |     ~   |A              |   4|   0
929 |HD 280313                          |*  |04 58 46.9552567056 +36 01 10.406948376|     ~   |11.69    |11.43    |     ~   |     ~   |A              |   2|   0
930 |HD 280240                          |*  |04 57 53.2141458240 +37 53 13.156479672|     ~   |11.74    |11.10    |     ~   |     ~   |A              |   2|   0
931 |HD 280251                          |*  |04 57 07.2182295168 +36 18 52.381575936|     ~   |11.71    |10.99    |     ~   |     ~   |A              |   2|   0
932 |HD 282564                          |*  |04 55 24.2368498224 +33 36 32.304149388|     ~   |11.95    |11.67    |     ~   |     ~   |A              |   2|   0
933 |HD 282504                          |*  |04 53 06.2247623232 +32 49 00.795021492|     ~   |12.18    |11.57    |     ~   |     ~   |A              |   2|   0
934 |HD 280324                          |*  |04 59 19.9002512256 +35 09 03.731301036|     ~   |11.99    |10.88    |     ~   |     ~   |A              |   0|   0
935 |HD 280331                          |*  |05 00 52.6095802872 +34 55 05.530761192|     ~   |11.73    |11.53    |     ~   |     ~   |A              |   4|   0
936 |HD 282676                          |*  |04 58 16.1068324104 +33 30 38.180703528|     ~   |12.16    |12.16    |     ~   |     ~   |A              |   2|   0
937 |HD 282682                          |*  |05 02 00.1139362656 +32 56 03.720511284|     ~   |11.93    |11.59    |     ~   |     ~   |A              |   2|   0
938 |HD 282590                          |*  |04 54 48.7150046304 +32 10 14.212456392|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
939 |HD 282605                          |*  |04 55 34.0825264656 +31 28 03.757089720|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
940 |HD 282607                          |*  |04 53 59.4450206424 +31 14 01.933317240|     ~   |11.75    |11.23    |     ~   |     ~   |A              |   2|   0
941 |HD 282608                          |*  |04 54 35.3510977872 +31 16 33.037602672|     ~   |11.7     |     ~   |     ~   |     ~   |A              |   1|   0
942 |HD 282629                          |*  |04 55 03.7954657488 +30 12 11.732827104|     ~   |11.6     |     ~   |     ~   |     ~   |A              |   1|   0
943 |HD 282586                          |*  |04 56 03.2148097488 +32 05 42.657658764|     ~   |11.85    |11.26    |     ~   |     ~   |A              |   3|   0
944 |HD 282596                          |*  |04 56 11.8313434848 +32 00 19.371022236|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
945 |HD 282599                          |*  |04 56 55.3996040712 +31 43 43.756940604|     ~   |12.16    |11.28    |     ~   |     ~   |A              |   3|   0
946 |HD 282844                          |*  |05 03 14.5250998344 +31 20 38.983449012|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
947 |HD 282620                          |*  |04 56 10.3140917160 +30 48 17.350520940|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
948 |HD 282728                          |*  |04 59 18.2361151200 +30 49 32.309005512|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
949 |HD 282750                          |*  |04 59 47.5465045320 +30 04 36.191746380|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
950 |HD 282717                          |*  |05 01 50.1596583216 +31 06 32.890843584|     ~   |11.49    |11.10    |     ~   |     ~   |A              |   2|   0
951 |HD 282751                          |*  |04 59 09.8725912756 +30 03 15.461823825|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
952 |HD 283905                          |*  |04 55 35.7540690744 +28 08 08.158903116|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
953 |HD 283899                          |*  |04 55 54.4183314672 +28 42 39.621774240|     ~   |12.16    |11.28    |     ~   |     ~   |A              |   2|   0
954 |HD 282644                          |*  |04 56 46.6357999656 +29 33 47.937687084|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
955 |HD 282660                          |*  |04 56 36.0714936384 +29 06 06.748385292|     ~   |12.01    |11.35    |     ~   |     ~   |A              |   2|   0
956 |HD 283987                          |*  |04 59 01.91 +28 03 55.5                |     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
957 |HD 283961                          |*  |04 55 20.9607939144 +24 28 10.915179240|     ~   |11.95    |11.45    |     ~   |     ~   |A              |   4|   0
958 |HD 284076                          |*  |05 02 31.3915795728 +26 52 31.623887928|     ~   |12.06    |11.49    |     ~   |     ~   |A              |   2|   0
