C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='G'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
557 |SBSS 1510+586                      |*  |15 12 10.3836388032 +58 24 54.482174100|     ~   |17.0     |     ~   |     ~   |     ~   |G              |   2|   0
558 |BD+61 1460                         |SB*|14 51 56.0742661608 +60 54 00.824834664|     ~   |12.19    |11.84    |     ~   |     ~   |G              |  10|   0
559 |SBSS 1451+606                      |*  |14 53 11.0295140520 +60 24 08.969373828|     ~   |17.9     |     ~   |16.6     |     ~   |G              |   4|   0
560 |BD+63 1153                         |PM*|14 50 50.8663037304 +62 38 15.172700820|     ~   |10.40    |9.80     |     ~   |     ~   |G              |   2|   0
561 |TYC 4175-443-1                     |*  |14 10 03.4942433760 +64 33 10.760099688|     ~   |12.60    |11.83    |     ~   |     ~   |G              |   3|   0
562 |AG+64 687                          |*  |14 29 13.1483899632 +64 40 44.130401508|     ~   |11.8     |10.7     |     ~   |     ~   |G              |   1|   0
563 |HIP 62513                          |*  |12 48 39.6118270728 +68 21 22.335878628|     ~   |11.88    |11.41    |     ~   |     ~   |G              |   9|   0
564 |AG+67 516                          |SB*|11 34 17.3877936072 +67 29 45.529280808|     ~   |11.13    |10.49    |     ~   |     ~   |G              |   2|   0
565 |HD 95513                           |PM*|11 02 58.3530902760 +67 23 32.098976880|     ~   |9.90     |9.44     |     ~   |     ~   |G              |   3|   0
566 |G 235-52                           |PM*|09 58 52.7514479520 +65 35 57.142385556|     ~   |16.16    |     ~   |14.3     |     ~   |G              |   6|   0
567 |GSC 04143-00922                    |PM*|09 58 12.0063677496 +65 29 50.118610992|     ~   |13.58    |12.91    |     ~   |     ~   |G              |   1|   0
568 |GSC 04143-01034                    |PM*|09 58 22.9577624544 +65 35 14.519447196|     ~   |15.02    |14.37    |     ~   |     ~   |G              |   2|   0
569 |GSC 04143-01186                    |*  |09 58 50.4362030592 +65 32 09.451309488|     ~   |     ~   |     ~   |     ~   |     ~   |G              |   2|   0
570 |GSC 04143-01004                    |*  |09 59 09.2904793392 +65 34 14.481432840|     ~   |     ~   |     ~   |     ~   |     ~   |G              |   2|   0
571 |TYC 4142-680-1                     |*  |09 39 19.9774420464 +65 43 23.171433960|     ~   |12.15    |11.37    |     ~   |     ~   |G              |   2|   0
572 |HD 82580                           |*  |09 35 45.1758558096 +64 16 55.735995432|     ~   |9.82     |9.30     |     ~   |     ~   |G              |   3|   0
573 |HD 77540                           |*  |09 06 19.6692048720 +62 50 49.210470960|     ~   |9.79     |9.34     |     ~   |     ~   |G              |  17|   0
574 |HD 80460                           |** |09 22 36.335 +62 50 34.72              |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   4|   0
575 |BD+63 808                          |*  |08 57 33.9744613704 +62 40 58.906937532|     ~   |11.20    |10.56    |     ~   |     ~   |G              |  11|   0
576 |TYC 4128-504-1                     |PM*|08 58 53.2250007000 +61 45 11.887892352|     ~   |12.62    |11.78    |     ~   |     ~   |G              |   2|   0
577 |HD 72092                           |*  |08 33 38.0813262096 +56 34 08.568941628|     ~   |9.26     |8.68     |     ~   |     ~   |G              |   2|   0
578 |HD 69766                           |*  |08 21 09.9873000912 +54 59 39.282565596|     ~   |9.27     |8.77     |     ~   |     ~   |G              |  16|   0
579 |SBSS 0756+508                      |*  |08 00 03.8414430072 +50 42 27.052280460|     ~   |17.0     |     ~   |     ~   |     ~   |G              |   3|   0
580 |HD 60545                           |*  |07 37 10.9496827224 +48 02 24.415118016|     ~   |9.58     |8.96     |     ~   |     ~   |G              |   3|   0
581 |HD 58856                           |PM*|07 29 31.0879 +45 39 00.267            |     ~   |9.70     |9.20     |     ~   |     ~   |G              |   2|   0
582 |HS 0730+4506                       |*  |07 33 55.6224531120 +44 59 46.160210760|     ~   |18.3     |     ~   |     ~   |     ~   |G              |   1|   0
583 |HD 146450                          |*  |16 14 22.0990161408 +46 39 36.568445940|     ~   |10.22    |9.85     |     ~   |     ~   |G              |   3|   0
584 |BD+46 2160                         |*  |16 14 22.3775687016 +46 35 40.358154372|     ~   |10.32    |9.75     |     ~   |     ~   |G              |   1|   0
585 |HD 145083                          |*  |16 07 08.7547144464 +45 01 28.659374760|     ~   |9.84     |9.11     |     ~   |     ~   |G              |   5|   0
586 |HS 1544+4957                       |*  |15 45 40.8 +49 48 32                   |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
587 |SBSS 1545+519                      |*  |15 46 35.3200673088 +51 46 51.107180268|     ~   |17.0     |     ~   |16.7     |     ~   |G              |   2|   0
588 |BD+62 1358                         |*  |14 38 20.7428952336 +61 40 59.778056460|     ~   |10.17    |9.06     |     ~   |     ~   |G              |   1|   0
589 |BD+62 1321                         |*  |13 54 07.5283209288 +61 54 26.961348060|     ~   |11.70    |11.37    |     ~   |     ~   |G              |   2|   0
590 |TYC 4175-723-1                     |*  |14 10 23.8743009000 +62 30 25.363228068|     ~   |11.81    |11.46    |     ~   |     ~   |G              |   2|   0
591 |HD 119962                          |*  |13 44 26.1817709520 +65 08 09.937807260|     ~   |9.61     |9.16     |     ~   |     ~   |G              |   3|   0
592 |HD 119943                          |PM*|13 44 24.6576662784 +63 43 06.248635572|     ~   |9.37     |8.64     |     ~   |     ~   |G              |  15|   0
593 |HD 118050                          |** |13 32 34.73872 +65 20 20.8913          |     ~   |9.893    |9.213    |9.246    |     ~   |G              |  13|   0
594 |HD 112797                          |SB*|12 58 11.0330611800 +66 39 52.480456416|     ~   |9.46     |9.01     |     ~   |     ~   |G              |   9|   0
595 |HD 113695                          |*  |13 04 08.4981306936 +65 52 29.734493160|     ~   |9.73     |9.26     |     ~   |     ~   |G              |  11|   0
596 |HD 109126                          |*  |12 31 47.8399264392 +66 43 04.460443068|     ~   |9.47     |9.08     |     ~   |     ~   |G              |  11|   0
597 |HD 103351                          |*  |11 54 16.2328983336 +65 13 09.458239548|     ~   |9.30     |8.79     |     ~   |     ~   |G              |  16|   0
598 |HD 94815                           |PM*|10 58 10.0469229936 +64 18 57.181035996|     ~   |9.90     |8.96     |     ~   |     ~   |G              |   4|   0
599 |HD 90439                           |*  |10 28 27.4503689424 +64 47 21.209124084|     ~   |9.90     |9.40     |9.0      |     ~   |G              |   3|   0
600 |HD 93239                           |*  |10 47 33.6607030248 +64 22 53.578153344|     ~   |9.58     |9.17     |     ~   |     ~   |G              |  11|   0
601 |SBSS 0938+605                      |*  |09 42 16.1823647328 +60 16 33.908366676|     ~   |     ~   |     ~   |     ~   |     ~   |G              |   3|   0
602 |SBSS 0851+586                      |*  |08 55 06.7359719640 +58 25 32.558611260|     ~   |18.0     |     ~   |17.7     |     ~   |G              |   3|   0
603 |HD 72822                           |*  |08 37 39.8933560200 +56 47 47.946117264|     ~   |10.13    |9.17     |     ~   |     ~   |G              |   2|   0
604 |SBSS 0822+552                      |*  |08 26 32.6422712280 +55 05 53.967523488|     ~   |17.8     |     ~   |17.1     |     ~   |G              |   4|   0
605 |HD 67085                           |*  |08 08 43.4256180120 +49 43 09.469653420|     ~   |9.61     |9.16     |     ~   |     ~   |G              |  14|   0
606 |HD 64035                           |PM*|07 54 08.3677331448 +48 38 14.208122004|     ~   |9.73     |9.24     |     ~   |     ~   |G              |   3|   0
607 |HD 61678                           |*  |07 42 34.5489059640 +44 57 19.987252272|     ~   |10.04    |9.50     |     ~   |     ~   |G              |   3|   0
608 |HS 0733+4432                       |*  |07 37 25.7256746616 +44 26 14.006336856|     ~   |18.2     |     ~   |     ~   |     ~   |G              |   1|   0
609 |HD 146210                          |PM*|16 13 11.9107448232 +42 44 16.674644292|     ~   |10.01    |9.50     |     ~   |     ~   |G              |   6|   0
610 |HD 145084                          |*  |16 07 14.4631421160 +44 56 51.955456200|     ~   |10.04    |9.57     |     ~   |     ~   |G              |   3|   0
611 |CSO 740                            |*  |15 20 05.7916203432 +51 53 04.132965624|     ~   |17.3     |     ~   |16.5     |     ~   |G              |   4|   0
612 |AG+53 980                          |SB*|14 56 59.8827346872 +53 33 14.730882372|     ~   |11.45    |10.90    |     ~   |     ~   |G              |   3|   0
613 |SBSS 1422+589B                     |*  |14 23 56.8290727344 +58 45 16.135737156|     ~   |16.88    |16.48    |16.23    |     ~   |G              |   3|   0
614 |BD+61 1383                         |*  |13 51 47.2240605528 +60 19 09.358554648|     ~   |11.28    |10.78    |11.3     |     ~   |G              |   4|   0
615 |HIP 67573                          |*  |13 50 48.5954082648 +59 44 11.851470456|     ~   |11.73    |11.06    |11.5     |     ~   |G              |  10|   0
616 |HD 119273                          |*  |13 40 43.9040244048 +59 43 42.815019720|     ~   |9.59     |9.11     |     ~   |     ~   |G              |   2|   0
617 |HD 112337                          |PM*|12 54 57.1114736232 +63 55 38.046023148|     ~   |9.81     |9.07     |     ~   |     ~   |G              |  32|   0
618 |BD+64 928                          |PM*|13 04 52.8851091096 +63 45 13.646778012|     ~   |11.76    |10.73    |     ~   |     ~   |G              |   5|   0
619 |HD 108871                          |PM*|12 30 01.4412352944 +62 50 51.437385456|9.800    |9.800    |9.280    |     ~   |     ~   |G              |  15|   0
620 |BD+65 865B                         |*  |12 04 00.3621594648 +64 29 13.895444796|     ~   |11.47    |10.45    |     ~   |     ~   |G              |   1|   0
621 |BD+65 865A                         |*  |12 03 59.0052844584 +64 29 09.402452556|     ~   |11.37    |10.75    |     ~   |     ~   |G              |   1|   0
622 |HD 105404                          |SB*|12 08 07.0946358024 +63 46 08.916303288|     ~   |10.29    |9.79     |     ~   |     ~   |G              |   3|   0
623 |HD 104880                          |PM*|12 04 39.2855658096 +62 58 22.560846132|     ~   |9.80     |9.21     |     ~   |     ~   |G              |   5|   0
624 |HD 101840                          |*  |11 43 39.4669579368 +64 11 24.416739096|     ~   |9.58     |9.10     |     ~   |     ~   |G              |  12|   0
625 |HD 102374                          |*  |11 47 22.2236995752 +64 08 18.920479272|     ~   |9.70     |9.25     |     ~   |     ~   |G              |   2|   0
626 |HD 103591                          |*  |11 55 54.5226739488 +63 49 19.819861212|     ~   |9.82     |9.32     |     ~   |     ~   |G              |  13|   0
627 |HD 97988                           |*  |11 17 02.6194983696 +63 15 31.687863372|     ~   |9.74     |9.02     |     ~   |     ~   |G              |  10|   0
628 |BD+63 934                          |*  |11 02 33.5832851736 +63 08 56.255281260|     ~   |10.75    |10.29    |     ~   |     ~   |G              |   2|   0
629 |HD 91575                           |PM*|10 36 02.5699382496 +62 16 57.309408984|     ~   |9.86     |9.35     |     ~   |     ~   |G              |   3|   0
630 |HD 92970                           |*  |10 45 37.5129388848 +62 35 38.976803772|     ~   |9.97     |9.55     |     ~   |     ~   |G              |   3|   0
631 |HD 93650                           |PM*|10 49 55.6583766552 +61 43 00.185847456|     ~   |     ~   |     ~   |8.7      |     ~   |G              |  23|   0
632 |HD 94099                           |PM*|10 52 53.8840392000 +61 05 06.697094100|     ~   |     ~   |     ~   |9.1      |     ~   |G              |  14|   0
633 |HD 88628                           |SB*|10 15 04.0812273960 +61 57 12.397664700|     ~   |9.94     |9.55     |     ~   |     ~   |G              |   3|   0
634 |HD 91203                           |*  |10 33 24.2056180728 +61 39 03.371567616|     ~   |9.80     |9.41     |     ~   |     ~   |G              |   3|   0
635 |SBSS 1018+601                      |*  |10 22 18.5427401760 +59 52 03.263460456|     ~   |17.5     |     ~   |     ~   |     ~   |G              |   4|   0
636 |SBSS 1003+606                      |*  |10 07 21.7743929232 +60 26 58.967054736|     ~   |16.22    |15.47    |15.70    |     ~   |G              |   4|   0
637 |SBSS 1004+598                      |*  |10 07 49.8185408232 +59 37 49.555521516|     ~   |16.5     |     ~   |     ~   |     ~   |G              |   4|   0
638 |SBSS 1006+599A                     |*  |10 10 18.3830405568 +59 39 53.586675684|     ~   |17.0     |     ~   |     ~   |     ~   |G              |   3|   0
639 |SBSS 0937+583                      |*  |09 40 41.8599044352 +58 09 49.207250556|     ~   |17.3     |     ~   |16.42    |     ~   |G              |   4|   0
640 |SBSS 0934+590                      |*  |09 37 51.8292629280 +58 51 12.862349316|     ~   |16.58    |16.17    |16.11    |     ~   |G              |   3|   0
641 |SBSS 0943+592                      |*  |09 47 23.9412734568 +58 59 22.951179168|     ~   |16.64    |16.12    |15.90    |     ~   |G              |   3|   0
642 |SBSS 0951+591                      |*  |09 54 58.5656748096 +58 53 33.050967036|     ~   |16.28    |15.71    |15.72    |     ~   |G              |   3|   0
643 |SBSS 0929+593                      |*  |09 32 54.4443116400 +59 05 58.205533884|     ~   |17.5     |     ~   |     ~   |     ~   |G              |   3|   0
644 |SBSS 0933+579                      |*  |09 37 01.4611018824 +57 45 26.067274272|     ~   |17.3     |     ~   |16.2     |     ~   |G              |   3|   0
645 |SBSS 0938+573                      |*  |09 42 29.6110937016 +57 05 02.018795244|     ~   |17.0     |     ~   |     ~   |     ~   |G              |   4|   0
646 |SBSS 0926+581                      |*  |09 30 39.2001366576 +57 56 32.452298124|     ~   |17.5     |     ~   |     ~   |     ~   |G              |   3|   0
647 |BD+57 1195                         |*  |09 06 45.2768558184 +56 28 53.136986916|     ~   |12.03    |11.00    |     ~   |     ~   |G              |   1|   0
648 |TYC 3808-1573-1                    |*  |09 05 33.9350443728 +56 47 20.034939588|     ~   |12.27    |11.41    |     ~   |     ~   |G              |   1|   0
649 |SBSS 0904+566                      |*  |09 08 22.9719099312 +56 25 24.472013304|     ~   |16.73    |16.24    |16.26    |     ~   |G              |   3|   0
650 |HD 237776                          |*  |09 04 03.3245939208 +55 40 36.875410032|     ~   |11.25    |10.61    |     ~   |     ~   |G              |   7|   0
651 |HD 77727                           |PM*|09 06 27.9245370984 +54 43 58.123297992|     ~   |10.03    |9.40     |     ~   |     ~   |G              |   7|   0
652 |HD 78313                           |*  |09 09 40.0505723256 +54 54 40.474579536|     ~   |9.80     |9.36     |     ~   |     ~   |G              |   3|   0
653 |HD 233557                          |*  |08 39 36.5354585784 +52 43 41.120714928|     ~   |10.77    |10.24    |     ~   |     ~   |G              |   2|   0
654 |HD 68722                           |*  |08 15 56.2727266848 +49 09 53.296306524|     ~   |10.03    |9.49     |     ~   |     ~   |G              |   3|   0
655 |HD 69977                           |*  |08 21 39.2760634584 +49 01 31.507496760|     ~   |9.77     |9.24     |     ~   |     ~   |G              |   3|   0
656 |HS 0812+4917                       |*  |08 15 54.8 +49 07 51                   |     ~   |18.9     |     ~   |     ~   |     ~   |G              |   1|   0
657 |HS 0759+4458                       |*  |08 03 11.581 +44 49 49.45              |     ~   |17.9     |     ~   |     ~   |     ~   |G              |   1|   0
658 |HD 143327                          |*  |15 58 06.0909116952 +42 54 24.228567540|     ~   |10.26    |9.83     |     ~   |     ~   |G              |  10|   0
659 |HD 143642                          |** |15 59 51.5800 +43 06 06.669            |     ~   |10.46    |9.89     |     ~   |     ~   |G              |   5|   0
660 |HD 142655                          |*  |15 54 05.3886343536 +42 31 16.936891968|     ~   |9.90     |9.30     |     ~   |     ~   |G              |   5|   0
661 |HD 143874                          |PM*|16 01 13.2534815304 +41 50 00.748452264|     ~   |10.67    |9.93     |     ~   |     ~   |G              |   5|   0
662 |HS 1534+4746                       |*  |15 35 53.1221930496 +47 36 58.842126576|     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
663 |SBSS 1510+510                      |*  |15 12 11.4504689232 +50 48 51.670284768|     ~   |18.1     |     ~   |17.1     |     ~   |G              |   2|   0
664 |CSO 734                            |*  |15 16 16.6612436376 +50 11 19.981229208|     ~   |18.5     |     ~   |17.4     |     ~   |G              |   4|   0
665 |CSO 724                            |*  |15 07 56.1422476800 +49 25 45.907694940|     ~   |17.1     |     ~   |16.15    |     ~   |G              |   5|   0
666 |HS 1508+4838                       |*  |15 09 56.9 +48 27 04                   |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
667 |BD+57 1479                         |*  |14 02 01.7960405976 +57 13 54.938875224|     ~   |11.4     |10.35    |     ~   |     ~   |G              |  10|   0
668 |HD 113000                          |*  |12 59 45.3463858416 +59 24 36.813967596|     ~   |10.20    |9.71     |     ~   |     ~   |G              |   3|   0
669 |HD 107194                          |*  |12 19 17.9222551632 +59 40 08.790441276|     ~   |10.12    |9.59     |     ~   |     ~   |G              |   3|   0
670 |HD 105318                          |*  |12 07 28.2014010072 +59 43 40.456175628|     ~   |10.08    |9.69     |     ~   |     ~   |G              |   3|   0
671 |SBSS 1216+610                      |*  |12 19 21.9918293976 +60 44 40.301792952|     ~   |17.5     |     ~   |     ~   |     ~   |G              |   4|   0
672 |HD 96028                           |*  |11 05 28.2196012608 +58 28 30.566685216|     ~   |10.48    |9.99     |     ~   |     ~   |G              |   3|   0
673 |HD 98466                           |*  |11 20 21.1422612888 +59 49 20.511504084|     ~   |10.74    |10.35    |     ~   |     ~   |G              |   2|   0
674 |TYC 4146-778-1                     |*  |11 03 44.8995324048 +60 11 30.663261600|     ~   |12.84    |11.97    |     ~   |     ~   |G              |   2|   1
675 |HD 93224                           |PM*|10 47 06.5877233016 +58 42 32.545068372|     ~   |10.00    |9.54     |     ~   |     ~   |G              |  11|   0
676 |HD 94011                           |PM*|10 52 04.2473887872 +58 22 11.445278736|     ~   |     ~   |     ~   |8.7      |     ~   |G              |  24|   0
677 |HD 91853                           |*  |10 37 39.8615630808 +58 07 24.866248008|     ~   |9.93     |9.37     |     ~   |     ~   |G              |   2|   0
678 |HD 89413                           |*  |10 20 46.6371154272 +58 36 23.330965572|     ~   |9.98     |9.51     |     ~   |     ~   |G              |   5|   0
679 |SBSS 1005+584                      |*  |10 08 33.5443422154 +58 10 21.402757050|     ~   |17.90    |16.82    |15.30    |     ~   |G              |   4|   0
680 |SBSS 1006+578                      |*  |10 10 21.8734475952 +57 37 48.451185012|     ~   |16.43    |15.81    |15.63    |     ~   |G              |   4|   0
681 |SBSS 1001+559                      |*  |10 04 48.7305280320 +55 43 59.395018476|     ~   |17       |     ~   |     ~   |     ~   |G              |   7|   0
682 |SBSS 0950+568                      |*  |09 54 06.6745224984 +56 34 35.447804904|     ~   |17.6     |     ~   |16.3     |     ~   |G              |   5|   0
683 |SBSS 0950+575                      |*  |09 54 16.4234915592 +57 19 39.704538720|     ~   |17.0     |     ~   |     ~   |     ~   |G              |   3|   0
684 |SBSS 0939+548                      |*  |09 42 41.8118161464 +54 35 22.635848580|     ~   |18       |     ~   |     ~   |     ~   |G              |   7|   0
685 |HD 237799                          |*  |09 15 56.9557996872 +54 37 03.556488360|     ~   |11.43    |10.94    |     ~   |     ~   |G              |   3|   0
686 |HD 79030                           |*  |09 13 23.1685736251 +51 32 57.134439639|     ~   |10.178   |9.412    |9.367    |     ~   |G              |  11|   0
687 |AG+51 721                          |*  |08 57 05.5752589512 +51 22 57.062681004|     ~   |12.663   |12.052   |11.966   |     ~   |G              |   4|   0
688 |HD 78606                           |*  |09 11 08.8174872768 +51 18 21.132414036|     ~   |9.89     |9.31     |     ~   |     ~   |G              |   4|   0
689 |BD+50 1567                         |*  |08 41 24.1823510088 +50 22 07.167164412|     ~   |12.10    |11.32    |     ~   |     ~   |G              |   1|   0
690 |HS 0851+4926                       |*  |08 54 41.2 +49 14 34                   |     ~   |18.0     |     ~   |     ~   |     ~   |G              |   1|   0
691 |TYC 3420-1292-1                    |*  |08 45 18.3075999336 +47 53 49.568652780|     ~   |12.05    |11.74    |     ~   |     ~   |G              |   1|   0
692 |HD 71259                           |*  |08 28 16.2749 +46 00 24.061            |     ~   |9.94     |9.41     |     ~   |     ~   |G              |   9|   0
693 |HD 68639                           |*  |08 15 09.3444829656 +44 24 15.704273448|     ~   |9.61     |9.13     |     ~   |     ~   |G              |   3|   0
694 |HD 68812                           |PM*|08 15 57.6526929504 +43 30 20.194229844|     ~   |11.05    |10.36    |     ~   |     ~   |G              |   3|   0
695 |BD+40 2935                         |*  |15 52 35.5569924216 +40 27 24.301873260|     ~   |11.77    |11.38    |     ~   |     ~   |G              |   2|   0
696 |AG+43 1287                         |HB*|15 35 26.4027156408 +43 16 50.408995692|     ~   |12.46    |11.15    |     ~   |     ~   |G              |   7|   0
697 |TYC 3059-1413-1                    |*  |15 38 06.5754129432 +43 15 13.674302784|     ~   |12.19    |11.53    |     ~   |     ~   |G              |   2|   0
698 |TYC 3056-830-1                     |*  |15 41 07.2599643144 +42 26 43.648292760|     ~   |12.07    |11.50    |     ~   |     ~   |G              |   2|   0
699 |HS 1527+4513                       |*  |15 28 41.9 +45 02 59                   |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
700 |HS 1514+4506                       |*  |15 16 13.3681911984 +44 55 30.144080856|     ~   |17.6     |     ~   |     ~   |     ~   |G              |   1|   0
701 |HS 1513+4720                       |*  |15 15 12.9 +47 09 34                   |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
702 |HD 132088                          |*  |14 55 31.1444801616 +49 08 04.015166064|     ~   |9.57     |8.97     |     ~   |     ~   |G              |   6|   0
703 |HD 133268                          |*  |15 01 53.7748812672 +47 56 24.728911548|     ~   |9.70     |9.12     |     ~   |     ~   |G              |   3|   0
704 |HD 130665                          |SB*|14 47 42.4606422432 +50 28 11.700875568|     ~   |9.84     |9.44     |     ~   |     ~   |G              |   5|   0
705 |HD 129695                          |*  |14 42 16.6773248280 +50 06 52.462439136|     ~   |10.19    |9.57     |     ~   |     ~   |G              |  12|   0
706 |HD 132168                          |SB*|14 55 49.6706905008 +50 07 23.405688228|     ~   |9.55     |8.89     |     ~   |     ~   |G              |   5|   0
707 |HD 126644                          |PM*|14 25 10.9475443176 +51 06 25.408583460|     ~   |10.10    |9.54     |     ~   |     ~   |G              |   4|   0
708 |USNO-B1.0 1401-00261317            |*  |14 28 54.7768676688 +50 07 43.527586944|     ~   |17.5     |     ~   |17.1     |     ~   |G              |   5|   0
709 |HD 234127                          |** |14 20 26.6924 +51 41 13.515            |     ~   |10.88    |10.00    |     ~   |     ~   |G              |   3|   0
710 |HD 113491                          |*  |13 03 16.7042606352 +57 18 54.870150060|     ~   |9.65     |9.10     |     ~   |     ~   |G              |  17|   0
711 |HD 114505                          |PM*|13 09 55.3552171512 +57 34 03.988789896|     ~   |9.82     |9.17     |     ~   |     ~   |G              |   5|   0
712 |SBSS 1241+562                      |*  |12 43 40.0855610208 +55 56 05.064598068|     ~   |18.1     |     ~   |18.1     |     ~   |G              |   3|   0
713 |HD 105896                          |*  |12 11 12.2443510176 +58 22 51.413120796|     ~   |9.86     |9.39     |     ~   |     ~   |G              |  17|   0
714 |HD 104620                          |PM*|12 02 58.7168978280 +57 25 35.771128680|     ~   |9.74     |9.22     |     ~   |     ~   |G              |   3|   0
715 |HD 101548                          |PM*|11 41 25.7983112280 +58 55 25.974569964|     ~   |10.69    |     ~   |8.5      |     ~   |G              |  21|   0
716 |SBSS 1139+583                      |*  |11 42 36.3802866744 +58 05 49.170912720|     ~   |18.5     |     ~   |     ~   |     ~   |G              |   5|   0
717 |HD 103247                          |PM*|11 53 30.5509336512 +58 45 44.224787196|     ~   |10.08    |9.45     |     ~   |     ~   |G              |   3|   0
718 |HD 237902                          |*  |10 30 19.2560140392 +55 41 23.233683084|     ~   |11.28    |10.62    |     ~   |     ~   |G              |   3|   0
719 |SBSS 1020+553                      |*  |10 23 36.4817823024 +55 06 03.742521408|     ~   |17.5     |     ~   |16.7     |     ~   |G              |   4|   0
720 |SBSS 1020+562                      |*  |10 23 37.2280714704 +55 56 54.494282544|     ~   |18.0     |     ~   |     ~   |     ~   |G              |   3|   0
721 |SBSS 0941+537                      |*  |09 44 42.2705941752 +53 28 51.378153852|     ~   |16.90    |16.59    |16.33    |     ~   |G              |   4|   0
722 |HD 237850                          |*  |09 56 36.3421796424 +54 19 09.658131132|     ~   |11.47    |11.01    |     ~   |     ~   |G              |   2|   0
723 |HD 81244                           |*  |09 26 10.1306840184 +49 36 34.743200436|     ~   |9.88     |9.52     |     ~   |     ~   |G              |   3|   0
724 |BD+50 1602                         |*  |09 03 06.0105676032 +50 02 00.235641120|     ~   |12.35    |10.62    |     ~   |     ~   |G              |   1|   0
725 |HD 79212                           |*  |09 14 34.2853764888 +50 26 59.424573192|     ~   |10.25    |9.33     |     ~   |     ~   |G              |   2|   0
726 |BD+47 1622                         |*  |08 55 16.1919821208 +46 56 28.974784164|     ~   |10.08    |9.70     |     ~   |     ~   |G              |   4|   0
727 |HD 73225                           |*  |08 39 00.6081202152 +44 19 51.624720480|     ~   |9.78     |9.47     |     ~   |     ~   |G              |   3|   0
728 |HS 0830+4515                       |*  |08 34 03.2 +45 05 37                   |     ~   |17.3     |     ~   |     ~   |     ~   |G              |   1|   0
729 |HD 70733                           |*  |08 25 21.3137941752 +43 57 02.250318420|     ~   |10.27    |9.27     |     ~   |     ~   |G              |   8|   0
730 |BD+43 1809                         |SB*|08 21 43.5307290192 +43 23 32.188010352|     ~   |11.32    |10.66    |     ~   |     ~   |G              |   2|   0
731 |HD 68747                           |*  |08 15 32.3633262696 +41 55 34.395164940|     ~   |10.21    |9.84     |     ~   |     ~   |G              |   3|   0
732 |HD 69071                           |*  |08 17 00.7418613336 +41 56 19.696118460|     ~   |9.84     |9.30     |     ~   |     ~   |G              |  11|   0
733 |BD+40 2894                         |PM*|15 30 17.3671287072 +39 41 44.407205016|     ~   |9.09     |8.62     |     ~   |     ~   |G              |  11|   0
734 |HD 136308                          |*  |15 18 27.4694921832 +42 35 42.393747660|     ~   |9.70     |9.24     |     ~   |     ~   |G              |   3|   0
735 |HD 135964                          |PM*|15 16 23.2721261160 +43 25 39.769924800|     ~   |9.87     |9.29     |     ~   |     ~   |G              |   3|   0
736 |HD 134771                          |*  |15 10 00.7141461888 +45 07 17.529608424|     ~   |10.10    |9.58     |     ~   |     ~   |G              |   5|   0
737 |HD 130154                          |SB*|14 45 08.7563462208 +46 03 57.651495588|     ~   |10.93    |10.43    |     ~   |     ~   |G              |   3|   0
738 |HD 130848                          |*  |14 48 57.6062389056 +45 39 38.534645520|     ~   |10.83    |10.32    |     ~   |     ~   |G              |   4|   0
739 |HD 130915                          |PM*|14 49 17.7193353168 +45 32 14.793251244|     ~   |10.73    |10.26    |     ~   |     ~   |G              |   5|   0
740 |HD 128510                          |EB*|14 35 54.4924244592 +46 35 36.759607980|     ~   |10.72    |10.25    |     ~   |     ~   |G              |   9|   0
741 |HD 126481                          |PM*|14 24 15.9022785384 +50 14 57.026103468|     ~   |     ~   |     ~   |8.5      |     ~   |G              |  16|   0
742 |CSO 655                            |*  |14 28 52.5577328088 +49 39 44.195646672|     ~   |18.1     |     ~   |17.5     |     ~   |G              |   5|   0
743 |2MASS J14052693+5055276            |*  |14 05 26.9572711224 +50 55 27.647574420|     ~   |14.6     |     ~   |     ~   |     ~   |G              |   2|   0
744 |BD+55 1543                         |*  |12 35 56.2639035912 +54 35 41.449579440|     ~   |11.69    |11.08    |     ~   |     ~   |G              |   1|   0
745 |HD 107323                          |PM*|12 20 11.4940288920 +53 35 08.638859472|     ~   |9.81     |9.11     |     ~   |     ~   |G              |  11|   0
746 |HD 104987                          |*  |12 05 18.2574906216 +55 58 49.017317124|     ~   |9.64     |9.27     |     ~   |     ~   |G              |  10|   0
747 |HD 102730                          |*  |11 49 50.6558358336 +54 46 31.977545232|     ~   |9.63     |9.26     |8.8      |     ~   |G              |  12|   0
748 |SBSS 1154+561                      |*  |11 57 29.0981202048 +55 55 09.266130876|     ~   |16.5     |     ~   |     ~   |     ~   |G              |   6|   0
749 |HD 99072                           |PM*|11 24 37.2958732800 +53 58 04.600945920|     ~   |9.86     |9.31     |     ~   |     ~   |G              |   3|   0
