C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:14

sptype='B'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
752 |LS V +58 13                        |*  |02 38 29.6588751288 +58 52 59.743405416|     ~   |12.10    |12.29    |     ~   |     ~   |B              |   7|   0
753 |LS V +57 56                        |Pu*|02 46 36.1052914920 +58 04 12.427536756|     ~   |11.44    |10.97    |     ~   |     ~   |B              |   5|   0
754 |LS I +60 248                       |*  |02 39 48.6013722024 +60 32 11.621284548|     ~   |12.24    |12.15    |     ~   |     ~   |B              |   7|   0
755 |BD+60 545                          |*  |02 41 28.6310443440 +60 46 07.738820040|     ~   |10.51    |10.17    |     ~   |     ~   |B              |  11|   0
756 |LS I +60 275                       |*  |02 52 27.1467593736 +60 18 34.932284640|     ~   |12.81    |12.34    |12.34    |     ~   |B              |   6|   0
757 |EM* MWC 52                         |Em*|02 34 54.4400141136 +59 26 04.040782404|     ~   |11.66    |11.08    |     ~   |     ~   |B              |  13|   0
758 |LS V +59 17                        |*  |02 39 35.7034550184 +59 48 15.547641984|     ~   |11.85    |11.40    |     ~   |     ~   |B              |   8|   0
759 |2MASS J02370479+5942223            |*  |02 37 04.8295725384 +59 42 22.327984080|     ~   |     ~   |     ~   |     ~   |     ~   |B              |   2|   0
760 |TYC 3712-57-1                      |*  |02 42 37.9308870960 +59 55 38.443079892|     ~   |12.85    |10.48    |     ~   |     ~   |B              |   4|   0
761 |TYC 3699-631-1                     |*  |02 35 25.0332559416 +59 59 59.546043924|     ~   |13.40    |12.56    |     ~   |     ~   |B              |   3|   0
762 |TYC 3699-1487-1                    |*  |02 36 49.640 +59 20 42.51              |     ~   |12.95    |12.77    |     ~   |     ~   |B              |   1|   0
763 |GSC 03712-00519                    |*  |02 40 01.9352686008 +59 38 10.818380472|     ~   |     ~   |12.4     |     ~   |     ~   |B              |   1|   0
764 |GSC 04047-02261                    |*  |02 41 59.7432177528 +60 15 28.617066468|     ~   |     ~   |12.8     |     ~   |     ~   |B              |   1|   0
765 |GSC 03712-01870                    |*  |02 49 22.3046644368 +58 26 44.219776128|13.32    |13.73    |13.02    |     ~   |     ~   |B              |  18|   0
766 |LS I +57 91                        |*  |02 47 20.0356968648 +57 42 24.338572200|     ~   |10.97    |10.64    |     ~   |     ~   |B              |   8|   0
767 |LS I +57 94                        |V* |02 47 51.0642282288 +57 41 33.553095216|12.36    |12.49    |11.66    |     ~   |     ~   |B              |   7|   0
768 |LS I +57 95                        |*  |02 48 51.2874797880 +57 36 46.396693512|11.9     |12.14    |11.45    |     ~   |     ~   |B              |   8|   0
769 |LS I +57 105                       |*  |02 55 06.6597909408 +57 19 01.652882844|11.67    |11.7     |10.9     |     ~   |     ~   |B              |   6|   0
770 |LS I +56 80                        |*  |02 58 56.1351095064 +56 46 45.241944384|12.21    |12.12    |11.95    |     ~   |     ~   |B              |  11|   0
771 |LS I +58 102                       |*  |02 58 42.5242613736 +58 47 27.888192708|11.84    |11.6     |10.9     |     ~   |     ~   |B              |   6|   0
772 |LS I +58 104                       |*  |02 59 20.1116198832 +58 44 41.735302584|12.23    |12.24    |11.33    |     ~   |     ~   |B              |   6|   0
773 |LS I +58 107                       |Em*|03 01 39.3851439000 +59 11 47.262624432|12.54    |12.73    |12.02    |     ~   |     ~   |B              |   8|   0
774 |LS I +58 111                       |*  |03 03 29.0988060576 +58 15 44.139815316|10.84    |11.10    |10.56    |     ~   |     ~   |B              |   6|   0
775 |LS I +58 114                       |*  |03 06 08.9416116384 +58 49 36.771148668|10.96    |11.21    |10.59    |     ~   |     ~   |B              |   6|   0
776 |LS I +57 97                        |*  |02 49 30.7374939624 +58 04 46.333336548|12.93    |13.02    |12.37    |     ~   |     ~   |B              |   5|   0
777 |LS I +57 103                       |*  |02 54 24.9565453248 +58 01 59.717931456|11.92    |12.0     |11.8     |     ~   |     ~   |B              |   6|   0
778 |LS I +57 113                       |*  |03 00 08.7186168792 +57 46 58.151996688|11.72    |11.7     |11.0     |     ~   |     ~   |B              |   8|   0
779 |LS I +57 116                       |*  |03 00 32.4852382272 +57 54 19.345868388|12.84    |12.83    |11.94    |     ~   |     ~   |B              |   6|   0
780 |LS I +57 118                       |*  |03 01 47.3532033000 +57 16 46.980144912|13.06    |12.78    |11.54    |     ~   |     ~   |B              |   7|   0
781 |LS I +57 119                       |*  |03 02 17.7374963136 +57 22 21.071500140|12.04    |11.6     |10.9     |     ~   |     ~   |B              |   6|   0
782 |LS I +57 121                       |*  |03 02 25.5349447320 +57 38 40.641990072|12.41    |12.1     |11.3     |     ~   |     ~   |B              |   6|   0
783 |LS I +57 122                       |Em*|03 02 25.4200867296 +57 16 52.660223292|12.45    |12.58    |11.62    |     ~   |     ~   |B              |   8|   0
784 |LS I +57 124                       |*  |03 04 05.3187115752 +57 46 10.723519668|10.94    |11.11    |10.7     |     ~   |     ~   |B              |   6|   0
785 |LS I +59 160                       |*  |02 58 32.9262457368 +59 18 21.605337792|11.44    |11.6     |11.1     |     ~   |     ~   |B              |   7|   0
786 |BD+57 690                          |*  |03 07 07.8339018984 +58 19 30.311618088|     ~   |10.27    |9.91     |     ~   |     ~   |B              |   2|   0
787 |TYC 3714-944-1                     |*  |03 08 37.5166555272 +58 29 46.647050100|     ~   |9.82     |9.50     |     ~   |     ~   |B              |   3|   0
788 |LS I +58 106                       |*  |03 01 21.9863487240 +58 21 54.374353992|12.03    |12.18    |11.37    |     ~   |     ~   |B              |   5|   0
789 |EM* GGA 217                        |Em*|02 58 26.9927065776 +57 41 10.573188108|     ~   |13.09    |12.10    |11.88    |     ~   |B_             |   3|   0
790 |BD+57 698                          |*  |03 09 29.5850809368 +58 09 44.958336408|     ~   |10.06    |9.69     |     ~   |     ~   |B              |   3|   0
791 |TYC 3707-261-1                     |*  |03 22 17.4269993664 +55 26 38.112899892|     ~   |10.63    |10.28    |     ~   |     ~   |B              |   4|   0
792 |BD+56 793                          |*  |03 13 12.3814678848 +57 15 11.338378848|     ~   |10.64    |10.22    |     ~   |     ~   |B              |   4|   0
793 |BD+54 639                          |Pu*|03 08 37.1992117944 +55 22 50.531932560|     ~   |10.21    |9.85     |     ~   |     ~   |B              |   3|   0
794 |LS V +55 9                         |*  |03 29 19.1709163512 +55 12 16.530939540|     ~   |12.1     |     ~   |     ~   |     ~   |B              |   4|   0
795 |BD+53 689                          |*  |03 38 17.5356484248 +54 05 41.226011916|     ~   |10.24    |9.92     |     ~   |     ~   |B              |   3|   0
796 |BD+53 681                          |*  |03 36 04.2260081328 +54 18 34.723800504|     ~   |10.99    |10.52    |     ~   |     ~   |B              |   3|   0
797 |BD+54 673                          |*  |03 23 39.8719659672 +55 20 20.092987104|     ~   |10.28    |9.91     |     ~   |     ~   |B              |   2|   0
798 |EM* GGA 250                        |LP?|03 31 03.3383927016 +53 15 23.597939016|     ~   |12.29    |11.75    |     ~   |     ~   |B_             |   4|   0
799 |BD+52 710                          |*  |03 45 36.2767515456 +53 05 59.439983892|     ~   |10.43    |9.68     |     ~   |     ~   |B              |   6|   0
800 |BD+50 807                          |*  |03 43 59.1754240872 +51 07 54.816892608|     ~   |10.25    |9.99     |     ~   |     ~   |B              |   2|   0
801 |BD+50 806                          |*  |03 43 54.8899051632 +51 18 53.259131448|     ~   |11.13    |10.73    |     ~   |     ~   |B              |   2|   0
802 |EM* GGA 256                        |Em*|03 38 39.6951290592 +51 54 15.137595288|     ~   |15.76    |14.95    |     ~   |     ~   |B_             |   3|   0
803 |BD+49 1004                         |*  |03 43 16.6260918240 +49 58 40.355993604|     ~   |9.98     |9.89     |     ~   |     ~   |B              |   9|   0
804 |LS V +49 10                        |*  |03 49 12.3141460944 +49 59 47.257380852|     ~   |12.01    |11.27    |     ~   |     ~   |B              |   5|   0
805 |BD+49 1071                         |*  |03 58 14.8129372728 +49 29 08.968938360|     ~   |10.30    |9.98     |     ~   |     ~   |B              |   2|   0
806 |BD+50 855                          |*  |03 55 52.0252117536 +50 38 46.160579580|     ~   |10.20    |9.96     |     ~   |     ~   |B              |   3|   0
807 |BD+47 914                          |*  |03 56 41.8986707472 +48 05 51.319440384|     ~   |10.23    |9.61     |     ~   |     ~   |B              |   5|   0
808 |BD+46 828                          |*  |03 58 44.1403463664 +47 00 21.378011364|     ~   |10.54    |9.96     |     ~   |     ~   |B              |   5|   0
809 |LS V +47 11                        |*  |04 11 02.3605152072 +47 21 12.182990904|     ~   |12.41    |11.84    |11.80    |     ~   |B              |   4|   0
810 |EM* GGA 280                        |Em*|04 06 18.0 +47 46 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |B_             |   1|   0
811 |LS V +46 10                        |Em*|04 14 12.648 +47 04 00.16              |     ~   |12.05    |11.61    |     ~   |     ~   |B              |   8|   0
812 |BD+42 958                          |*  |04 25 20.7381892992 +42 56 50.816324868|     ~   |13.04    |12.59    |     ~   |     ~   |B              |   6|   0
813 |LS III +66 6                       |Em*|22 37 33.2659648536 +66 20 25.974299724|     ~   |12.42    |11.57    |     ~   |     ~   |B              |   7|   0
814 |BD+66 1532                         |Em*|22 39 23.1406555344 +67 02 28.210771428|     ~   |10.53    |9.85     |     ~   |     ~   |B              |   9|   0
815 |LS III +67 3                       |*  |23 13 58.3896541248 +67 37 11.058430332|     ~   |12.08    |11.53    |     ~   |     ~   |B              |   8|   0
816 |BD+68 1386                         |Pu*|23 39 15.4960219368 +69 25 27.191033400|     ~   |9.80     |9.63     |     ~   |     ~   |B              |  11|   0
817 |LS III +68 3                       |*  |23 31 38.2236510240 +68 18 26.110301256|     ~   |11.38    |10.57    |     ~   |     ~   |B              |   8|   0
818 |LS I +68 7                         |*  |00 32 33.7093532880 +68 40 06.950963388|     ~   |11.87    |11.71    |     ~   |     ~   |B              |   7|   0
819 |LS I +67 15                        |*  |00 53 35.5957897800 +67 28 22.538217432|     ~   |12.89    |12.14    |     ~   |     ~   |B              |   5|   0
820 |BD+67 44                           |*  |00 30 27.7052003496 +68 08 32.861302440|     ~   |11.55    |10.93    |     ~   |     ~   |B              |   5|   0
821 |BD+66 91                           |*  |01 04 38.3790850896 +66 54 47.089018296|     ~   |11.25    |10.53    |     ~   |     ~   |B              |   7|   0
822 |LS I +66 11                        |Em*|01 12 26.6335363128 +66 43 10.999084836|     ~   |13.01    |12.30    |     ~   |     ~   |B              |   8|   0
823 |LS I +68 9                         |*  |01 01 57.8150916432 +68 32 45.370864032|     ~   |12.56    |11.94    |     ~   |     ~   |B              |   4|   0
824 |EM* GGR 211                        |Em*|01 26 17.6241034512 +67 22 45.956605800|     ~   |11.76    |11.23    |     ~   |     ~   |B              |   8|   0
825 |LS I +67 19                        |*  |01 27 58.9020942840 +67 16 49.409607648|     ~   |11.07    |10.40    |     ~   |     ~   |B              |   6|   0
826 |EM* AS 31                          |Em*|01 37 29.2350208488 +67 01 30.803217600|     ~   |12.64    |11.74    |     ~   |     ~   |B              |   9|   0
827 |LS I +66 15                        |*  |02 07 16.0110042912 +66 45 57.458755764|     ~   |12.57    |11.33    |     ~   |     ~   |B              |   6|   0
828 |LS I +65 15                        |*  |02 05 48.6741207744 +65 29 12.584146524|     ~   |13.1     |12.42    |12.51    |     ~   |B              |   4|   0
829 |LS I +65 18                        |*  |02 11 53.6458636056 +66 13 39.128249424|     ~   |13.28    |12.43    |12.34    |     ~   |B              |   7|   0
830 |BD+64 254                          |*  |01 54 28.6906338216 +65 20 52.678638456|     ~   |11.12    |10.67    |     ~   |     ~   |B              |   7|   0
831 |BD+64 290                          |*  |02 07 01.3938161304 +65 18 24.130334916|     ~   |11.60    |11.22    |     ~   |     ~   |B              |   5|   0
832 |EM* AS 39                          |Em*|01 44 59.5115664984 +65 37 52.494185568|     ~   |12.67    |11.88    |     ~   |     ~   |B              |   9|   0
833 |LS I +62 208                       |*  |02 20 43.6104500856 +63 11 44.637216180|     ~   |11.17    |10.86    |10.72    |     ~   |B              |   6|   0
834 |EM* AS 56                          |Em*|02 18 01.5034861536 +64 35 50.078304780|     ~   |11.83    |11.12    |     ~   |     ~   |B              |  10|   0
835 |LS I +63 183                       |*  |02 13 14.2795501584 +64 09 16.372644912|     ~   |11.52    |11.06    |     ~   |     ~   |B              |   7|   0
836 |GSC 04050-01717                    |*  |02 20 36.1195374930 +63 10 05.060388141|     ~   |     ~   |12.2     |     ~   |     ~   |B              |   1|   0
837 |EM* MWC 453                        |Em*|02 45 38.4198137904 +61 36 32.351408100|     ~   |11.69    |11.18    |     ~   |     ~   |B              |  13|   0
838 |TYC 4047-989-1                     |*  |02 42 44.2024110048 +61 37 39.849433608|     ~   |12.91    |12.56    |     ~   |     ~   |B              |   8|   0
839 |BD+62 409                          |Pu*|02 30 32.5345190832 +63 11 16.617489756|     ~   |10.61    |10.27    |     ~   |     ~   |B              |   4|   0
840 |LS I +62 230                       |*  |02 54 16.7894539176 +62 51 24.297871752|11.54    |11.6     |11.1     |     ~   |     ~   |B              |   5|   0
841 |BD+61 452                          |*  |02 40 54.8023415352 +62 32 57.907640364|     ~   |10.71    |10.36    |     ~   |     ~   |B              |   5|   0
842 |BD+62 396                          |*  |02 27 05.4595091016 +62 39 28.685289384|     ~   |11.10    |10.79    |     ~   |     ~   |B              |   4|   0
843 |GSC 04047-00706                    |*  |02 38 31.0509088224 +61 47 29.642378820|     ~   |     ~   |12.7     |     ~   |     ~   |B              |   1|   0
844 |TYC 4051-867-1                     |*  |02 39 20.0179719504 +62 05 07.218839904|     ~   |13.47    |12.25    |     ~   |     ~   |B              |   3|   0
845 |TYC 4047-821-1                     |*  |02 42 01.0246422600 +61 37 45.580252944|     ~   |12.92    |12.55    |     ~   |     ~   |B              |   7|   0
846 |GSC 04047-01434                    |*  |02 42 42.1302043500 +61 37 10.145836828|     ~   |     ~   |12.9     |     ~   |     ~   |B              |   4|   0
847 |EM* VES 761                        |Em*|02 43 30.9718622232 +62 03 33.824062584|11.31    |11.85    |11.49    |     ~   |     ~   |B              |  12|   0
848 |HBHA 6212-13                       |Em*|02 52 31.0 +63 48 12                   |     ~   |     ~   |15.1     |     ~   |     ~   |B              |   2|   0
849 |LS I +60 281                       |*  |02 54 12.4006261416 +60 39 13.199063724|11.47    |11.97    |11.61    |11.80    |     ~   |B              |   8|   0
850 |LS I +60 285                       |*  |02 58 13.9714046688 +60 22 15.804958188|12.87    |12.62    |11.86    |     ~   |     ~   |B              |   6|   0
851 |IRAS 02484+6022                    |*  |02 52 18.7 +60 34 59                   |     ~   |     ~   |     ~   |     ~   |     ~   |B              |   9|   0
852 |LS I +61 314                       |*  |02 52 42.8250401544 +61 37 28.256055780|11.34    |11.6     |11.3     |     ~   |     ~   |B              |   7|   0
853 |LS I +60 288                       |*  |02 59 10.7218123872 +60 39 24.527609244|11.28    |11.4     |11.0     |     ~   |     ~   |B              |   8|   0
854 |LS I +60 292                       |*  |02 59 25.7557816416 +60 34 15.667030056|11.34    |11.83    |11.36    |11.52    |     ~   |B              |   7|   0
855 |LS I +60 297                       |*  |03 00 21.0210127776 +60 34 22.810176948|11.01    |11.3     |10.9     |     ~   |     ~   |B              |  14|   0
856 |[KW97] 14-40                       |Be*|03 05 39.9142871808 +61 07 25.448290320|     ~   |     ~   |15.1     |     ~   |     ~   |B              |   5|   0
857 |LS I +60 303                       |*  |03 17 56.4327249456 +60 51 15.250453092|12.58    |12.53    |11.75    |     ~   |     ~   |B              |   9|   0
858 |LS I +58 122                       |*  |03 22 38.0015049264 +59 00 03.307190472|12.25    |12.33    |11.51    |     ~   |     ~   |B              |   6|   0
859 |IRAS 03148+6011                    |*  |03 18 55.5 +60 22 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |B              |   6|   0
860 |TYC 3715-185-1                     |*  |03 27 30.0418044817 +59 06 33.289782984|     ~   |10.51    |10.36    |     ~   |     ~   |B              |   3|   0
861 |TYC 3715-269-1                     |*  |03 26 03.7683041904 +58 57 52.993703268|     ~   |10.71    |10.33    |     ~   |     ~   |B              |   2|   0
862 |HBHA 6212-28                       |Em*|03 14 07.0 +60 21 06                   |     ~   |     ~   |11.0     |     ~   |     ~   |B              |   2|   0
863 |EM* GGA 237                        |Em*|03 14 57.1122198552 +59 05 02.962316112|     ~   |     ~   |12.1     |     ~   |     ~   |B_             |   4|   0
864 |TYC 3711-198-1                     |*  |03 26 32.7048754560 +57 38 05.510681232|     ~   |10.54    |10.34    |     ~   |     ~   |B              |   5|   0
865 |TYC 3711-533-1                     |*  |03 28 07.5744303912 +56 18 11.160350532|12.386   |10.65    |10.23    |     ~   |     ~   |B              |   4|   0
866 |TYC 3728-982-1                     |Pu*|03 34 33.9581678688 +58 12 55.996480296|     ~   |10.61    |10.58    |     ~   |     ~   |B              |   2|   0
867 |BD+55 789                          |*  |03 28 17.5315983096 +56 23 49.868036988|12.261   |10.49    |10.02    |     ~   |     ~   |B              |   8|   0
868 |BD+54 702                          |*  |03 41 34.9268506560 +55 04 19.051519152|     ~   |10.77    |10.28    |     ~   |     ~   |B              |   2|   0
869 |LS V +53 15                        |*  |03 59 12.2187806736 +53 59 00.387369852|     ~   |12.8     |     ~   |     ~   |     ~   |B              |   4|   0
870 |LS V +52 14                        |*  |03 57 39.3340210848 +52 38 57.634554012|     ~   |12.78    |12.09    |     ~   |     ~   |B              |   5|   0
871 |TYC 3717-277-1                     |*  |03 58 51.8250170136 +52 37 19.483895424|     ~   |11.02    |10.67    |     ~   |     ~   |B              |   2|   0
872 |TYC 3717-842-1                     |*  |03 55 56.1484694040 +53 03 35.668319688|     ~   |10.98    |10.45    |     ~   |     ~   |B              |   2|   0
873 |TYC 3718-792-1                     |*  |04 02 48.1693220976 +53 08 30.058747008|     ~   |10.66    |10.53    |     ~   |     ~   |B              |   4|   0
874 |BD+51 794                          |*  |03 53 09.7734238752 +52 11 05.866698192|     ~   |10.46    |10.16    |     ~   |     ~   |B              |   2|   0
875 |BD+51 857                          |Pu*|04 07 20.5584591240 +52 07 08.200472196|     ~   |10.78    |10.7     |     ~   |     ~   |B              |   3|   0
876 |BD+50 912                          |Pu*|04 09 28.8402720264 +50 27 35.501799276|     ~   |10.72    |10.43    |     ~   |     ~   |B              |   3|   0
877 |BD+51 855                          |*  |04 07 14.7114799488 +52 14 33.044987112|     ~   |10.25    |10.11    |     ~   |     ~   |B              |   4|   0
878 |BD+51 867                          |*  |04 09 32.1364391904 +51 39 59.216036580|     ~   |10.70    |10.31    |     ~   |     ~   |B              |   3|   0
879 |LS V +49 12                        |*  |04 19 11.8512855912 +49 36 08.284092012|     ~   |11.37    |10.77    |     ~   |     ~   |B              |   7|   0
880 |LS V +48 13                        |*  |04 17 05.4401165400 +48 35 05.124893352|     ~   |12.67    |11.81    |     ~   |     ~   |B              |   7|   0
881 |EM* GGA 282                        |Em*|04 07 22.5983768352 +49 21 53.615243160|     ~   |11.65    |11.22    |     ~   |     ~   |B_             |   4|   0
882 |LS V +46 18                        |*  |04 27 29.5088115840 +47 00 33.095700756|     ~   |12.02    |11.27    |     ~   |     ~   |B              |   5|   0
883 |EM* GGA 295                        |Em*|04 33 36.0425556984 +45 12 32.709310056|     ~   |11.58    |11.17    |     ~   |     ~   |B_             |   4|   0
884 |LS III +69 1                       |*  |22 12 21.9521935176 +69 21 11.392055784|     ~   |12.37    |11.57    |     ~   |     ~   |B              |   5|   0
885 |LS III +70 1                       |*  |23 13 11.5089924192 +70 18 09.343696680|     ~   |11.75    |11.45    |     ~   |     ~   |B              |   5|   0
886 |LS I +68 13                        |*  |02 12 43.9582515168 +68 49 58.718338824|     ~   |12.45    |12.15    |     ~   |     ~   |B              |   5|   0
887 |LS I +65 22                        |*  |02 31 28.6747903728 +66 11 17.575150200|     ~   |12.86    |12.11    |12.00    |     ~   |B              |   5|   0
888 |LS I +64 93                        |Em*|02 49 01.4289732912 +64 17 09.073140576|     ~   |11.22    |10.77    |     ~   |     ~   |B              |   8|   0
889 |EM* GGA 210                        |Em*|02 54 52.3507521552 +64 29 25.145181132|12.82    |12.74    |11.92    |     ~   |     ~   |B              |   9|   0
890 |LS I +63 196                       |*  |03 03 36.1344819984 +63 39 53.119580436|11.69    |11.47    |11.0     |     ~   |     ~   |B              |   7|   0
891 |EM* GGA 252                        |Em*|03 35 37.9854698856 +61 07 12.537759720|     ~   |15.03    |13.97    |13.83    |     ~   |B_             |   3|   0
892 |LS I +59 194                       |*  |03 51 19.8169936800 +60 01 19.934048280|12.86    |12.68    |12.02    |     ~   |     ~   |B              |   6|   0
893 |LS I +55 56                        |*  |03 59 41.5402211352 +55 18 49.889422188|13.592   |11.8     |11.3     |     ~   |     ~   |B              |   9|   0
894 |LS I +55 53                        |V* |03 55 15.7343118168 +55 30 18.248147532|12.67    |12.60    |11.68    |     ~   |     ~   |B              |  13|   0
895 |LS I +55 54                        |*  |03 56 33.1460655720 +55 47 12.048394092|11.99    |12.47    |11.82    |     ~   |     ~   |B              |  15|   0
896 |LS I +57 136                       |*  |03 56 40.9242516264 +57 15 28.651764852|12.191   |11.24    |10.88    |     ~   |     ~   |B              |  16|   0
897 |LS I +57 140                       |*  |04 00 00.5687151576 +57 37 54.641027820|12.388   |11.2     |11.0     |     ~   |     ~   |B              |  11|   0
898 |LS I +56 90                        |*  |03 57 43.8600013776 +56 27 29.013082920|12.52    |12.84    |12.24    |     ~   |     ~   |B              |   9|   0
899 |LS V +56 55                        |*  |04 07 06.2817859800 +56 14 33.218339388|13.622   |11.20    |10.69    |     ~   |     ~   |B              |   8|   0
900 |LS I +55 57                        |*  |03 59 50.4354779664 +55 26 09.142542852|12.43    |12.77    |12.19    |     ~   |     ~   |B              |   7|   0
901 |LS V +55 12                        |*  |04 04 58.7187317712 +55 54 33.300397728|12.618   |11.53    |10.98    |     ~   |     ~   |B              |   9|   0
902 |RL 78                              |HB*|03 57 40.9461860856 +56 56 12.882727320|     ~   |14.76    |14.44    |     ~   |     ~   |B              |   3|   0
903 |EM* GGA 281                        |Em*|04 07 59.1683311656 +53 39 19.268182440|     ~   |11.43    |11.06    |     ~   |     ~   |B_             |   9|   0
904 |BD+54 737                          |*  |04 06 14.0748474720 +54 27 54.801784332|12.466   |10.95    |10.56    |     ~   |     ~   |B              |   8|   0
905 |LS V +52 18                        |*  |04 11 52.8963406032 +52 24 02.223364068|     ~   |11.37    |11.04    |     ~   |     ~   |B              |   6|   0
906 |LS V +51 15                        |Pu*|04 12 02.3751999336 +51 47 26.629895616|     ~   |11.29    |10.97    |     ~   |     ~   |B              |   9|   0
907 |LS V +51 18                        |*  |04 20 46.0297749720 +51 53 35.177785836|     ~   |11.33    |10.90    |     ~   |     ~   |B              |   8|   0
908 |BD+52 804                          |*  |04 18 12.8737984608 +52 24 08.973492012|     ~   |10.13    |10.01    |     ~   |     ~   |B              |   4|   0
909 |BD+50 960                          |*  |04 16 32.8541944313 +51 05 09.421788914|     ~   |10.53    |10.30    |     ~   |     ~   |B              |   7|   0
910 |BD+52 816                          |*  |04 23 53.2754501496 +52 51 56.332142748|     ~   |10.17    |9.94     |     ~   |     ~   |B              |   2|   0
911 |LS V +49 14                        |*  |04 25 13.0546135320 +49 43 51.966654456|     ~   |12.70    |12.29    |     ~   |     ~   |B              |   6|   0
912 |LS V +48 19                        |*  |04 31 46.0542040776 +48 36 12.872723580|     ~   |12.29    |11.73    |     ~   |     ~   |B              |   7|   0
913 |EM* GGA 287                        |Em*|04 20 44.7336516264 +50 33 35.001392724|     ~   |11.30    |11.05    |     ~   |     ~   |B_             |   5|   0
914 |EM* GGA 285                        |Em*|04 17 54.0190631160 +50 31 42.621176064|     ~   |12.95    |12.13    |11.90    |     ~   |B_             |   4|   0
915 |BD+47 1000                         |Em*|04 31 31.2645346416 +47 57 50.723267436|     ~   |11.18    |10.71    |     ~   |     ~   |B              |  15|   0
916 |LS V +47 16                        |*  |04 40 54.3036202344 +47 33 14.575932360|     ~   |11.49    |11.11    |     ~   |     ~   |B              |   7|   0
917 |LS V +46 19                        |*  |04 35 18.7238833248 +47 05 09.962910636|     ~   |11.65    |11.18    |     ~   |     ~   |B              |   7|   0
918 |LS V +45 11                        |LP?|04 38 58.3460471472 +46 05 16.818979128|     ~   |11.82    |10.93    |     ~   |     ~   |B              |   5|   0
919 |EM* GGA 298                        |Em*|04 41 18.3031547832 +44 40 35.738779872|     ~   |13.77    |12.76    |12.57    |     ~   |B_             |   3|   0
920 |LS I +67 23                        |*  |02 57 10.4972267064 +67 29 45.228773328|     ~   |12.32    |11.30    |     ~   |     ~   |B              |   5|   0
921 |LS V +58 19                        |*  |04 01 59.1620346384 +58 50 45.547171332|     ~   |12.08    |11.91    |     ~   |     ~   |B              |   5|   0
922 |TYC 4063-949-1                     |PM*|03 57 51.4815143928 +60 53 00.645967212|     ~   |11.40    |10.88    |     ~   |     ~   |B              |   2|   0
923 |BD+57 766                          |*  |04 03 17.0380725768 +58 17 56.406170616|13.209   |11.8     |11.1     |     ~   |     ~   |B              |   9|   0
924 |LS V +58 20                        |*  |04 10 48.4930890072 +58 41 20.276943144|     ~   |12.58    |12.12    |     ~   |     ~   |B              |   5|   0
925 |EM* MWC 471                        |Em*|04 21 39.8068254864 +55 49 44.681704392|     ~   |11.39    |10.74    |     ~   |     ~   |B              |   9|   0
926 |BD+55 887                          |*  |04 30 43.5079044336 +55 19 53.439024864|     ~   |10.90    |10.21    |     ~   |     ~   |B              |   6|   0
927 |BD+52 818                          |*  |04 25 40.4694926976 +52 49 41.799339912|     ~   |10.17    |9.76     |     ~   |     ~   |B              |   3|   0
928 |BD+52 822                          |*  |04 26 31.9691566968 +52 48 23.206518612|     ~   |10.59    |10.18    |     ~   |     ~   |B              |   2|   0
929 |BD+50 1018                         |*  |04 35 25.5093625224 +50 25 13.874760840|     ~   |11.47    |10.73    |     ~   |     ~   |B              |   5|   0
930 |LS V +49 18                        |*  |04 38 43.2305537880 +50 03 46.669904244|     ~   |11.48    |10.90    |     ~   |     ~   |B              |   5|   0
931 |EM* VES 842                        |Em*|04 52 19.1316421872 +47 56 20.672267352|     ~   |11.33    |11.14    |     ~   |     ~   |B              |   9|   0
932 |LS V +47 20                        |*  |04 52 31.8693435024 +48 02 31.927113528|     ~   |11.00    |10.49    |     ~   |     ~   |B              |   5|   0
933 |LS V +46 23                        |*  |04 55 24.1469216880 +46 47 46.761588240|     ~   |11.28    |10.62    |     ~   |     ~   |B              |   5|   0
934 |LS V +46 24                        |*  |04 56 35.4644114352 +46 24 52.325509068|     ~   |10.68    |10.24    |     ~   |     ~   |B              |   5|   0
935 |LS V +45 16                        |*  |04 51 40.0140975744 +45 46 00.581305728|     ~   |12.32    |11.60    |11.53    |     ~   |B              |   4|   0
936 |BD+44 1061                         |*  |04 57 13.2928982736 +44 26 39.767268048|     ~   |11.37    |11.16    |     ~   |     ~   |B              |   7|   0
937 |LS V +44 27                        |*  |05 01 39.0406744296 +45 01 35.213750472|     ~   |12.52    |11.50    |     ~   |     ~   |B              |   6|   0
938 |BD+43 1140                         |** |04 58 10.76 +44 03 24.5                |     ~   |10.49    |10.22    |     ~   |     ~   |B              |   1|   0
939 |KUV 20573+7233                     |HS?|20 57 19.8607422912 +72 44 29.275753380|     ~   |14.93    |14.57    |14.67    |     ~   |B              |   4|   0
940 |KUV 21026+7210                     |WD?|21 02 41.8910664864 +72 21 56.140417008|     ~   |15.9     |16.8     |16.32    |     ~   |B              |   4|   0
941 |LS V +58 22                        |*  |04 42 15.0509981904 +58 50 30.707319804|     ~   |12.14    |11.86    |     ~   |     ~   |B              |   8|   0
