C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:20

sptype='K'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
950 |HD 249568                          |*  |05 57 47.9130626376 +27 07 41.561908680|     ~   |10.41    |9.23     |     ~   |     ~   |K              |   3|   0
951 |HD 39759                           |*  |05 54 53.1532424328 +07 01 59.176099560|     ~   |9.89     |8.80     |     ~   |     ~   |K              |   5|   0
952 |HD 290942                          |*  |05 55 58.6807727736 +00 46 02.484052788|     ~   |10.55    |10.21    |     ~   |     ~   |K              |   3|   0
953 |HD 294487                          |*  |05 56 57.8382678912 -03 48 28.709045640|     ~   |11.08    |10.55    |     ~   |     ~   |K              |   2|   0
954 |HD 294489                          |*  |05 56 39.3676370928 -03 58 41.326234500|     ~   |11.32    |11.09    |     ~   |     ~   |K              |   2|   0
955 |BD+42 1472                         |*  |06 03 17.1296755056 +42 42 33.303125664|     ~   |10.38    |9.07     |     ~   |     ~   |K              |   1|   0
956 |BD+44 1366                         |*  |06 07 00.9594497376 +44 09 02.390019408|     ~   |10.50    |9.21     |     ~   |     ~   |K              |   1|   0
957 |HD 42157                           |*  |06 10 39.5111174016 +31 57 33.877525248|     ~   |8.82     |7.72     |     ~   |     ~   |K              |   2|   0
958 |HD 41617                           |*  |06 06 48.3457302264 +12 00 44.910957204|     ~   |9.66     |8.24     |     ~   |     ~   |K              |   9|   1
959 |BD+04 1142                         |*  |06 09 39.4273728168 +04 47 18.174410268|     ~   |10.87    |9.81     |     ~   |     ~   |K              |   1|   0
960 |HD 291073                          |*  |06 01 20.4616314648 +00 35 22.600666320|     ~   |12.21    |12.06    |     ~   |     ~   |K              |   2|   0
961 |HD 288421                          |*  |06 07 08.9656356672 +01 59 07.415739672|     ~   |11.45    |10.48    |     ~   |     ~   |K              |   3|   0
962 |BD-22 1301                         |*  |06 03 04.4077071816 -22 28 17.534675460|     ~   |10.988   |9.909    |     ~   |     ~   |K              |   5|   0
963 |HD 41631                           |*  |06 04 36.0926917200 -36 42 33.866029224|     ~   |10.18    |8.61     |     ~   |     ~   |K              |  10|   0
964 |BD+40 1553                         |*  |06 18 54.2226309120 +40 31 19.691202792|     ~   |10.36    |8.96     |     ~   |     ~   |K              |   1|   0
965 |HD 44169                           |*  |06 21 48.1005617016 +31 00 53.139423276|     ~   |10.14    |8.99     |     ~   |     ~   |K              |   9|   0
966 |HD 253150                          |*  |06 11 26.8389611040 +04 23 40.289305704|     ~   |11.48    |10.18    |     ~   |     ~   |K              |   3|   0
967 |HD 291372                          |RG*|06 15 20.7774686880 -00 00 08.864860320|     ~   |10       |     ~   |     ~   |     ~   |K              |   8|   0
968 |HD 294825                          |*  |06 16 53.5484737056 -03 41 58.520491692|     ~   |11.90    |11.02    |     ~   |     ~   |K              |   2|   0
969 |[FS2003] 0346                      |*  |06 15 07.800 -15 01 09.98              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
970 |2MASS J06160591-3132491            |Y*?|06 16 05.9121445728 -31 32 49.113773160|     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
971 |HD 45249                           |*  |06 27 54.6767409648 +33 54 58.851991368|     ~   |10.11    |8.94     |     ~   |     ~   |K              |   2|   0
972 |HD 46281                           |*  |06 33 21.7454720376 +18 46 57.744139332|     ~   |10.25    |9.16     |     ~   |     ~   |K              |   9|   0
973 |TYC 732-1079-1                     |*  |06 27 31.9353914952 +08 32 28.119454692|     ~   |10.74    |9.90     |     ~   |     ~   |K              |   1|   0
974 |BD+02 1233                         |*  |06 26 26.9746714896 +02 27 40.516501680|     ~   |12.11    |10.58    |     ~   |     ~   |K              |   1|   0
975 |HD 291760                          |*  |06 31 02.3667327120 -01 23 13.219176336|     ~   |11.05    |10.60    |     ~   |     ~   |K              |   2|   0
976 |HD 291766                          |*  |06 29 27.3673656696 -01 32 47.199237504|     ~   |11.59    |10.69    |     ~   |     ~   |K              |   2|   0
977 |HD 295056                          |*  |06 27 40.9363004520 -02 43 40.870995924|     ~   |12.12    |10.55    |     ~   |     ~   |K              |   2|   0
978 |HD 291659                          |*  |06 25 37.9974811728 -02 16 07.895582040|     ~   |12.08    |9.75     |     ~   |     ~   |K              |   3|   0
979 |HD 295040                          |*  |06 23 30.1255139136 -05 00 40.370285304|     ~   |11.02    |9.81     |     ~   |     ~   |K              |   2|   0
980 |HD 295034                          |*  |06 24 30.2234724864 -04 37 27.950705436|     ~   |11.02    |10.12    |     ~   |     ~   |K              |   3|   0
981 |CD-41 2414                         |*  |06 27 39.8032137984 -41 10 48.292764816|     ~   |11.01    |9.98     |     ~   |     ~   |K              |   1|   0
982 |CD-42 2501                         |*  |06 24 12.9659142696 -42 55 25.346923536|     ~   |10.56    |9.56     |     ~   |     ~   |K              |   1|   0
983 |CD-42 2524                         |*  |06 26 09.6780841992 -42 43 48.817284528|     ~   |10.50    |9.47     |     ~   |     ~   |K              |   1|   0
984 |BD+40 1697                         |*  |06 44 19.4167246848 +40 37 22.809933084|     ~   |10.8     |9.54     |     ~   |     ~   |K              |  12|   0
985 |BD+38 1591                         |*  |06 44 46.0891341864 +38 44 16.619779716|     ~   |10.85    |9.32     |     ~   |     ~   |K              |   1|   0
986 |BD+36 1488                         |*  |06 43 15.6803439600 +36 46 35.026387032|     ~   |11.50    |9.94     |     ~   |     ~   |K              |   1|   0
987 |BD+36 1470                         |*  |06 37 56.7424105584 +36 06 03.630519000|     ~   |11.17    |10.01    |     ~   |     ~   |K              |   1|   0
988 |HD 288790                          |*  |06 35 29.79 +02 01 00.2                |     ~   |10       |     ~   |     ~   |     ~   |K              |   1|   0
989 |BD+00 1498                         |*  |06 36 03.7205466480 +00 44 40.350134364|     ~   |12.07    |10.16    |     ~   |     ~   |K              |   1|   0
990 |HD 288851                          |*  |06 36 17.5948764720 +01 32 39.954360156|     ~   |11.75    |10.11    |     ~   |     ~   |K              |   2|   0
991 |HD 292038                          |*  |06 37 49.3240615008 -02 07 43.416652152|     ~   |12.09    |10.89    |     ~   |     ~   |K              |   2|   0
992 |BD-22 1489                         |*  |06 39 30.5173873176 -23 03 06.648241104|     ~   |11.125   |10.010   |     ~   |     ~   |K              |   5|   0
993 |BD-22 1497                         |*  |06 42 04.2872815944 -23 01 13.182397644|     ~   |11.18    |10.25    |     ~   |     ~   |K              |   1|   0
994 |CD-42 2625                         |PM*|06 37 14.3551380480 -42 37 25.646769516|     ~   |11.24    |10.11    |     ~   |     ~   |K              |   5|   0
995 |BD+39 1761                         |*  |06 51 39.4200169704 +39 17 38.863763772|     ~   |10.67    |9.68     |     ~   |     ~   |K              |   1|   0
996 |BD+38 1635                         |*  |06 53 13.8202425456 +38 35 13.016453460|     ~   |11.7     |10.3     |     ~   |     ~   |K              |   1|   0
997 |HD 50768                           |*  |06 55 10.5060847296 +14 13 42.048844788|     ~   |9.69     |8.26     |     ~   |     ~   |K              |  10|   0
998 |[SC93] 506                         |*  |06 55 30.0 +14 15 00                   |     ~   |     ~   |8.50     |     ~   |     ~   |K              |   1|   0
999 |HD 264794                          |*  |06 50 15.1672229328 +09 06 09.719497152|     ~   |11.66    |9.57     |     ~   |     ~   |K              |   2|   0
1000|HD 50907                           |*  |06 55 33.2754182760 +07 26 14.140289544|     ~   |9.54     |8.54     |     ~   |     ~   |K              |  10|   0
