C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='O'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
511 |IRAS 17315-3816                    |AB*|17 34 58.4859068424 -38 18 16.370949492|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
512 |IRAS 17316-3840                    |AB*|17 35 07.5835460736 -38 42 28.363355172|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
513 |IRAS 17316-3627                    |AB*|17 34 58.2483349872 -36 29 44.335569912|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
514 |IRAS 17319-3643                    |AB*|17 35 19.0269157704 -36 45 47.213566272|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
515 |IRAS 17322-3827                    |AB*|17 35 44.5610739360 -38 29 32.535540348|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
516 |IRAS 17323-3713                    |AB*|17 35 48.0438207288 -37 15 23.342873220|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
517 |IRAS 17326-3853                    |AB*|17 36 07.2398138160 -38 55 44.455401912|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
518 |IRAS 17332-3635                    |AB*|17 36 35.0255473800 -36 36 52.757874036|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
519 |IRAS 17338-3718                    |AB*|17 37 14.0073355680 -37 19 57.790993908|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
520 |IRAS 17339-3624                    |AB*|17 37 16.504 -36 26 20.44              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
521 |IRAS 17282-3716                    |OH*|17 31 40.46952 -37 18 36.6624          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
522 |IRAS 17334-3911                    |AB*|17 36 53.9183047176 -39 13 38.192089836|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
523 |IRAS 17361-3804                    |AB*|17 39 37.8819414575 -38 06 05.898248610|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
524 |IRAS 17342-3627                    |AB*|17 37 35.7340261704 -36 29 42.739517508|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
525 |IRAS 17345-3715                    |AB*|17 37 54.8968610064 -37 17 15.528987996|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
526 |IRAS 17348-3726                    |AB*|17 38 14.2856978088 -37 27 58.002330096|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
527 |IRAS 17350-3800                    |AB*|17 38 29.0946299208 -38 02 07.663854588|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
528 |IRAS 17353-3714                    |AB*|17 38 43.9260846480 -37 15 42.189207660|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
529 |IRAS 17353-3856                    |OH*|17 38 48.7899215536 -38 58 31.165801416|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
530 |IRAS 17361-3844                    |AB*|17 39 38.4094939920 -38 45 58.468183128|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
531 |IRAS 17362-3630                    |AB*|17 39 35.6427107520 -36 31 56.185006080|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
532 |IRAS 17370-3843                    |AB*|17 40 28.1697249720 -38 45 02.923532532|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
533 |IRAS 17370-3743                    |AB*|17 40 31.2718483464 -37 44 50.500404240|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
534 |IRAS 17374-3901                    |AB*|17 40 52.2949009368 -39 03 02.841123744|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
535 |IRAS 17367-3633                    |OH*|17 40 07.62624 -36 34 41.4012          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
536 |V* V388 Sco                        |AB*|17 44 39.7323117672 -37 49 02.881587468|     ~   |     ~   |13.90    |     ~   |     ~   |O-rich         |   5|   0
537 |V* FZ Sco                          |Mi*|17 48 02.9276585736 -36 43 23.967939720|     ~   |     ~   |     ~   |13.40    |     ~   |O-rich         |   6|   0
538 |IRAS 17403-3744                    |AB*|17 43 48.2697256502 -37 45 41.552707731|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
539 |IRAS 17375-3733                    |AB*|17 40 57.92328 -37 34 53.5836          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
540 |IRAS 17383-3716                    |AB*|17 41 43.7178256440 -37 18 09.181126656|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
541 |IRAS 17385-3651                    |AB*|17 41 55.4542496376 -36 53 20.037134940|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
542 |IRAS 17387-3757                    |AB*|17 42 10.9992252600 -37 59 19.373950752|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
543 |IRAS 17388-3802                    |AB*|17 42 17.2776382728 -38 04 08.042044728|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
544 |IRAS 17390-3655                    |AB*|17 42 26.6537452008 -36 56 23.505009108|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
545 |IRAS 17391-3758                    |AB*|17 42 35.0328326304 -37 59 27.269090052|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
546 |IRAS 17391-3832                    |AB*|17 42 37.5150063965 -38 34 17.507785383|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
547 |IRAS 17394-3739                    |AB*|17 42 51.9531283896 -37 40 23.496319488|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
548 |IRAS 17403-3655                    |AB*|17 43 42.2520960576 -36 57 10.825021584|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
549 |IRAS 17403-3716                    |OH*|17 43 44.6873891744 -37 17 59.366146012|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
550 |IRAS 17403-3704                    |AB*|17 43 47.8181920392 -37 05 59.606226852|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
551 |IRAS 17405-3722                    |AB*|17 43 58.6678268064 -37 23 39.214719708|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
552 |IRAS 17405-3708                    |AB*|17 43 59.3400802056 -37 09 38.168495820|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
553 |IRAS 17407-3715                    |AB*|17 44 09.6494476752 -37 16 55.546091652|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
554 |IRAS 17414-3706                    |AB*|17 44 49.48272 -37 07 41.4264          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
555 |IRAS 17414-3709                    |AB*|17 44 50.4256410000 -37 11 02.911319268|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
556 |IRAS 17420-3717                    |AB*|17 45 24.7201414752 -37 18 59.106337236|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
557 |IRAS 17424-3729                    |AB*|17 45 49.333 -37 30 27.44              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
558 |IRAS 17425-3639                    |AB*|17 45 55.3552847856 -36 40 23.281770000|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
559 |IRAS 17425-3718                    |Mi*|17 45 59.3706238224 -37 19 38.921607912|     ~   |     ~   |     ~   |     ~   |17.162   |O-rich         |   3|   0
560 |IRAS 17428-3812                    |Mi*|17 46 16.0439880456 -38 13 36.396999732|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
561 |IRAS 17431-3654                    |OH*|17 46 31.2369194526 -36 55 48.591821137|     ~   |     ~   |19.609   |     ~   |15.26    |O-rich         |   4|   0
562 |IRAS 17442-3737                    |AB*|17 47 41.6425304544 -37 39 01.861452396|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
563 |V* V645 Sco                        |Mi*|17 41 50.5089296688 -38 31 16.117379292|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
564 |IRAS 17457-3711                    |Mi*|17 49 11.2194697632 -37 12 18.658634148|     ~   |     ~   |20.493   |     ~   |13.884   |O-rich         |   3|   0
565 |IRAS 17466-3634                    |OH*|17 50 07.53816 -36 35 08.9124          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
566 |IRAS 17555-3712                    |OH*|17 58 54.62496 -37 12 58.6440          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
567 |IRAS 18491-3648                    |OH*|18 52 33.19680 -36 44 48.6276          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
568 |V* RT Mic                          |Mi*|20 37 22.9200861336 -30 10 26.175840204|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  18|   0
569 |RAFGL 1822                         |OH*|16 06 08.36328 -30 49 33.9924          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  51|   0
570 |IRAS 16063-3227                    |AB*|16 09 29.8094113392 -32 35 29.200725924|     ~   |     ~   |     ~   |14.675   |     ~   |O-rich         |   6|   0
571 |IRAS 16173-3202                    |OH*|16 20 35.2845518016 -32 09 37.158682212|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
572 |IRAS 16589-3315                    |OH*|17 02 10.34928 -33 19 28.5744          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
573 |IRAS 16548-3321                    |OH*|16 58 07.7914863911 -33 25 33.242722105|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
574 |IRAS 16586-3534                    |AB*|17 01 59.7249229841 -35 38 42.031004162|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
575 |IRAS 16596-3501                    |AB*|17 02 58.2269082192 -35 05 49.283106864|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
576 |IRAS 17000-3528                    |AB*|17 03 21.7759519776 -35 33 02.298861684|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
577 |PN H 2-1                           |PN |17 04 36.2535135873 -33 59 18.777826386|     ~   |     ~   |13.25    |     ~   |     ~   |O              | 142|   0
578 |V* V608 Sco                        |AB*|17 06 21.8210791920 -35 48 01.629870408|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
579 |IRAS 17015-3526                    |AB*|17 04 51.9673041144 -35 30 51.568922808|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
580 |IRAS 17017-3517                    |AB*|17 05 05.1280117680 -35 21 53.259514596|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
581 |IRAS 17018-3510                    |AB*|17 05 11.5206553152 -35 14 33.017468568|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
582 |IRAS 17021-3509                    |AB*|17 05 30.2330532096 -35 13 57.855130428|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
583 |IRAS 17028-3542                    |AB*|17 06 13.9473311904 -35 46 05.021006340|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
584 |IRAS 17035-3518                    |AB*|17 06 51.1462137240 -35 22 18.019456032|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
585 |IRAS 17043-3504                    |AB*|17 07 37.4366151000 -35 08 02.651756532|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
586 |IRAS 17053-3505                    |AB*|17 08 41.5154039881 -35 09 46.921599871|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
587 |IRAS 17054-3456                    |AB*|17 08 43.3105727544 -35 00 00.391457448|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
588 |IRAS 17058-3522                    |AB*|17 09 10.6097976072 -35 26 12.359828616|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
589 |IRAS 17070-3517                    |AB*|17 10 23.0371406135 -35 21 24.809565488|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
590 |IRAS 17073-3408                    |OH*|17 10 40.86504 -34 12 26.4096          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
591 |IRAS 17079-3527                    |AB*|17 11 14.73816 -35 31 13.1016          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
592 |IRAS 17079-3545                    |AB*|17 11 16.5483613512 -35 49 20.166141684|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
593 |IRAS 17079-3500                    |AB*|17 11 16.22880 -35 03 57.8556          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
594 |IRAS 17081-3520                    |AB*|17 11 26.8117945536 -35 23 52.937316204|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
595 |IRAS 17089-3551                    |AB*|17 12 20.5078821528 -35 55 21.144323352|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
596 |IRAS 17090-3516                    |AB*|17 12 24.4771802208 -35 20 15.938950596|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   1
597 |IRAS 17100-3521                    |OH*|17 13 22.5461463528 -35 24 48.099866256|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
598 |IRAS 17103-3535                    |AB*|17 13 40.9723541304 -35 39 25.065250812|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
599 |IRAS 17111-3552                    |AB*|17 14 26.9930081952 -35 56 17.306847600|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
600 |IRAS 17115-3538                    |AB*|17 14 56.3297127552 -35 41 29.244530220|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
601 |IRAS 17066-3457                    |OH*|17 09 59.4973552176 -35 00 57.977925192|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   1
602 |OH 351.462+02.358                  |OH*|17 14 09.820 -34 45 28.03              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   1
603 |IRAS 17053-3458                    |AB*|17 08 42.7890916488 -35 02 22.064107560|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
604 |Terz V 3861                        |AB*|17 13 46.6204840848 -34 37 19.092729612|     ~   |     ~   |     ~   |     ~   |13.85    |O-rich         |   3|   1
605 |IRAS 17117-3543                    |AB*|17 15 04.2205388664 -35 47 17.170844532|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
606 |IRAS 17122-3533                    |AB*|17 15 33.6972478296 -35 36 35.032658004|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
607 |IRAS 17124-3526                    |AB*|17 15 44.5544179296 -35 30 02.644995240|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
608 |IRAS 17130-3531                    |AB*|17 16 22.61352 -35 34 19.6464          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
609 |IRAS 17133-3559                    |AB*|17 16 46.4864059512 -36 02 37.030699608|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
610 |IRAS 17136-3505                    |AB*|17 16 58.7438237880 -35 08 54.711292704|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
611 |IRAS 17136-3548                    |AB*|17 16 59.47560 -35 51 53.6904          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
612 |IRAS 17136-3503                    |AB*|17 17 01.5350062056 -35 06 29.885978449|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
613 |IRAS 17119-3558                    |AB*|17 15 21.2006979792 -36 02 06.894438288|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
614 |IRAS 17190-3539                    |AB*|17 22 24.3203360136 -35 42 07.440257268|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
615 |IRAS 17168-3512                    |AB*|17 20 16.2974262456 -35 15 16.176111624|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
616 |IRAS 17171-3504                    |AB*|17 20 32.8706765208 -35 07 37.203443220|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
617 |IRAS 17174-3331                    |OH*|17 20 42.74064 -33 34 49.6560          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
618 |IRAS 17178-3437                    |AB*|17 21 08.11992 -34 39 54.8280          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
619 |IRAS 17186-3445                    |OH*|17 21 56.9748714456 -34 48 27.275392332|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
620 |IRAS 17189-3339                    |OH*|17 22 11.7399731808 -33 42 31.739938740|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
621 |OH 351.60+00.32                    |OH*|17 22 42.66264 -35 49 31.5588          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
622 |IRAS 17199-3512                    |AB*|17 23 18.0044694024 -35 15 37.663721388|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   1
623 |IRAS 17201-3604                    |OH*|17 23 34.71120 -36 07 34.6692          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
624 |IRAS 17205-3330                    |OH*|17 23 50.17128 -33 33 24.2892          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
625 |IRAS 17205-3601                    |AB*|17 23 55.69 -36 04 42.4                |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
626 |IRAS 17206-3536                    |AB*|17 23 58.96 -35 39 03.9                |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
627 |IRAS 17206-3521                    |AB*|17 23 59.52696 -35 24 07.9308          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
628 |IRAS 17209-3550                    |AB*|17 24 19.20936 -35 53 00.6504          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
629 |IRAS 17215-3525                    |AB*|17 24 51.6791850936 -35 28 22.889156844|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
630 |IRAS 17215-3551                    |AB*|17 24 57.0499598592 -35 53 45.330374184|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   1
631 |IRAS 17217-3600                    |AB*|17 25 04.540 -36 03 22.49              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
632 |IRAS 17223-3526                    |AB*|17 25 38.45304 -35 29 22.5096          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
633 |IRAS 17224-3514                    |AB*|17 25 44.308 -35 17 03.51              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
634 |IRAS 17227-3602                    |AB*|17 26 05.38104 -36 04 45.1236          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
635 |IRAS 17197-3517                    |OH*|17 23 06.44616 -35 19 58.2780          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
636 |IRAS 17205-3556                    |OH*|17 23 57.34800 -35 58 51.0348          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
637 |IRAS 17212-3611                    |AB*|17 24 35.65704 -36 14 00.5928          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
638 |ISOGAL-P J172426.3-352648          |OH*|17 24 26.28264 -35 26 48.3036          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
639 |IRAS 17212-3521                    |OH*|17 24 33.77568 -35 23 45.2580          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
640 |IRAS 17239-2812                    |OH*|17 27 05.4119801832 -28 15 29.906594784|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
641 |IRAS 17257-3504                    |AB*|17 29 05.8256966520 -35 07 05.686273344|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
642 |IRAS 17229-3509                    |AB*|17 26 15.95664 -35 12 23.5404          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
643 |IRAS 17233-3342                    |OH*|17 26 36.02064 -33 45 30.3624          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
644 |IRAS 17234-3515                    |AB*|17 26 42.9383335224 -35 18 26.299342476|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
645 |IRAS 17235-3400                    |OH*|17 26 52.9212446352 -34 03 23.573047716|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
646 |IRAS 17239-3502                    |AB*|17 27 17.8600179192 -35 05 00.494598120|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
647 |IRAS 17240-3449                    |OH*|17 27 23.7379201032 -34 52 13.898184456|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
648 |IRAS 17243-3527                    |AB*|17 27 40.3916050224 -35 29 41.457559416|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
649 |IRAS 17245-3419                    |OH*|17 27 49.34496 -34 22 00.0912          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
650 |IRAS 17247-3605                    |AB*|17 28 12.34776 -36 08 03.6312          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
651 |IRAS 17248-3534                    |AB*|17 28 13.50240 -35 36 57.1932          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
652 |IRAS 17249-3602                    |AB*|17 28 20.72304 -36 04 43.6404          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
653 |IRAS 17249-3508                    |AB*|17 28 19.2087078000 -35 11 09.369796056|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
654 |IRAS 17253-3422                    |AB*|17 28 41.64168 -34 25 20.6184          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
655 |IRAS 17260-3354                    |OH*|17 29 23.866 -33 56 39.88              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
656 |OH 352.61-00.19                    |OH*|17 27 37.17096 -35 15 56.8116          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   1
657 |OH 353.15+00.09                    |OH*|17 27 54.36768 -34 40 45.8040          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
658 |IRAS 17230-3348                    |OH*|17 26 18.78528 -33 51 20.8404          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
659 |IRAS 17237-3359                    |OH*|17 27 00.58896 -34 01 43.6296          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
660 |IRAS 17242-3404                    |OH*|17 27 34.89744 -34 06 33.0768          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
661 |IRAS 17251-3615                    |AB*|17 28 29.67720 -36 17 34.1808          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
662 |OH 353.60-00.23                    |OH*|17 30 27.55872 -34 27 44.5536          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  27|   0
663 |IRAS 17310-3432                    |OH*|17 34 20.77656 -34 34 54.8580          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   1
664 |IRAS 17264-3521                    |OH*|17 29 48.95448 -35 24 12.2976          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
665 |IRAS 17264-3543                    |AB*|17 29 49.9056632544 -35 46 02.242466040|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
666 |IRAS 17266-3540                    |AB*|17 30 02.4979351848 -35 42 52.599513204|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
667 |IRAS 17268-3604                    |AB*|17 30 16.0746046536 -36 06 27.167828580|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
668 |IRAS 17269-3559                    |AB*|17 30 15.5412168216 -36 01 35.294785680|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
669 |IRAS 17271-3530                    |AB*|17 30 29.93160 -35 33 11.8368          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
670 |IRAS 17271-3532                    |AB*|17 30 30.8625338616 -35 34 57.714460752|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
671 |IRAS 17272-3535                    |AB*|17 30 34.1548442184 -35 37 59.243366928|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
672 |IRAS 17276-3609                    |AB*|17 30 56.58744 -36 11 29.4612          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
673 |IRAS 17276-3600                    |AB*|17 31 02.74200 -36 02 19.2876          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
674 |IRAS 17279-3532                    |AB*|17 31 22.5296118144 -35 34 15.707604972|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
675 |IRAS 17280-3510                    |AB*|17 31 24.5095034232 -35 12 23.041288008|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
676 |IRAS 17282-3530                    |AB*|17 31 37.37664 -35 32 50.4924          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
677 |IRAS 17284-3614                    |AB*|17 31 50.8183674840 -36 16 53.268000420|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
678 |IRAS 17286-3424                    |OH*|17 31 59.45784 -34 26 33.5256          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
679 |IRAS 17288-3506                    |AB*|17 32 10.3792046664 -35 09 04.350151260|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
680 |IRAS 17292-3456                    |OH*|17 32 38.43720 -34 58 45.9948          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
681 |IRAS 17294-3525                    |AB*|17 32 46.3613545512 -35 27 33.859578276|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
682 |IRAS 17295-3605                    |AB*|17 32 57.08856 -36 07 57.9612          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
683 |IRAS 17298-3531                    |AB*|17 33 09.9144292104 -35 33 58.607870544|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   1
684 |IRAS 17298-3607                    |OH*|17 33 12.64176 -36 09 09.9756          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
685 |IRAS 17301-3513                    |AB*|17 33 29.8830148512 -35 15 56.795648904|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
686 |IRAS 17306-3611                    |AB*|17 34 02.6782419264 -36 13 13.755924732|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
