C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:19

sptype='F'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
952 |CHSS 772                           |*  |10 36 57.5540100480 +28 58 03.625820616|     ~   |     ~   |15.69    |     ~   |     ~   |F              |   1|   0
953 |CHSS 778                           |*  |10 40 55.6704721800 +28 40 56.397097704|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
954 |CHSS 6                             |PM*|10 31 48.9420340104 +28 46 42.439990008|     ~   |     ~   |13.56    |     ~   |     ~   |F              |   1|   0
955 |CHSS 16                            |*  |10 35 43.4 +29 07 45                   |     ~   |     ~   |12.99    |     ~   |     ~   |F              |   1|   0
956 |TYC 1979-1363-1                    |*  |10 37 46.2013650624 +29 11 40.827034140|     ~   |12.40    |12.30    |     ~   |     ~   |F              |   2|   0
957 |CHSS 30                            |*  |10 38 19.6949043552 +29 02 37.439724624|     ~   |     ~   |13.85    |     ~   |     ~   |F              |   1|   0
958 |CHSS 767                           |*  |10 33 09.6122093352 +29 03 15.180527628|     ~   |     ~   |15.80    |     ~   |     ~   |F              |   1|   0
959 |EC 10298-2231                      |*  |10 32 16.4783585496 -22 47 03.197150448|     ~   |16.35    |15.93    |     ~   |     ~   |F              |   2|   0
960 |CHSS 39                            |*  |10 41 43.8 +29 30 16                   |     ~   |     ~   |13.06    |     ~   |     ~   |F              |   1|   0
961 |CHSS 41                            |*  |10 41 55.7 +29 41 29                   |     ~   |     ~   |13.02    |     ~   |     ~   |F              |   1|   0
962 |CHSS 46                            |*  |10 45 58.0497677400 +29 38 21.427484964|     ~   |     ~   |12.70    |     ~   |     ~   |F              |   1|   0
963 |CHSS 54                            |*  |10 48 28.8094087440 +29 43 48.010112472|     ~   |     ~   |13.93    |     ~   |     ~   |F              |   1|   0
964 |CHSS 785                           |*  |10 47 55.5548220144 +29 43 51.272287032|     ~   |     ~   |15.84    |     ~   |     ~   |F              |   1|   0
965 |CHSS 38                            |*  |10 41 31.5872921544 +29 10 20.140736988|     ~   |     ~   |14.04    |     ~   |     ~   |F              |   1|   0
966 |CHSS 43                            |*  |10 43 39.8044890456 +29 22 08.497749936|     ~   |     ~   |12.70    |     ~   |     ~   |F              |   1|   0
967 |CHSS 47                            |*  |10 46 34.9411001688 +29 04 42.519623880|     ~   |     ~   |13.90    |     ~   |     ~   |F              |   1|   0
968 |CHSS 49                            |*  |10 46 41.8970376096 +28 52 39.609867108|     ~   |     ~   |13.69    |     ~   |     ~   |F              |   1|   0
969 |CHSS 52                            |*  |10 48 01.4964675744 +29 36 25.510878576|     ~   |     ~   |14.36    |     ~   |     ~   |F              |   1|   0
970 |CHSS 55                            |*  |10 49 10.4888909088 +29 42 39.575509812|     ~   |     ~   |14.59    |     ~   |     ~   |F              |   1|   0
971 |CHSS 58                            |*  |10 49 24.3190743864 +29 31 12.392963112|     ~   |     ~   |15.27    |     ~   |     ~   |F              |   1|   0
972 |CHSS 404                           |*  |10 51 19.0705711776 +29 43 03.838949220|     ~   |     ~   |15.57    |     ~   |     ~   |F              |   1|   0
973 |TYC 1979-917-1                     |*  |10 41 30.8271380640 +28 23 17.120516820|     ~   |11.82    |11.50    |     ~   |     ~   |F              |   2|   0
974 |LINEAR 22969930                    |EB*|10 41 21.3115905072 +29 06 03.227830236|     ~   |     ~   |14.32    |     ~   |     ~   |F              |   5|   0
975 |CHSS 42                            |*  |10 42 54.3038844144 +29 07 53.387975100|     ~   |     ~   |14.36    |     ~   |     ~   |F              |   1|   0
976 |CHSS 48                            |*  |10 46 40.3841601072 +29 01 18.055229268|     ~   |     ~   |13.43    |     ~   |     ~   |F              |   1|   0
977 |CHSS 50                            |*  |10 47 08.9074835232 +29 20 55.448279268|     ~   |     ~   |14.52    |     ~   |     ~   |F              |   1|   0
978 |CHSS 53                            |*  |10 48 12.8733583728 +29 09 17.814478212|     ~   |     ~   |14.74    |     ~   |     ~   |F              |   1|   0
979 |CHSS 57                            |*  |10 49 18.7463052456 +29 40 11.229170304|     ~   |     ~   |14.17    |     ~   |     ~   |F              |   1|   0
980 |CHSS 59                            |*  |10 49 46.2 +29 25 07                   |     ~   |     ~   |13.82    |     ~   |     ~   |F              |   1|   0
981 |CHSS 61                            |*  |10 50 42.3006830064 +29 43 20.629529364|     ~   |     ~   |13.65    |     ~   |     ~   |F              |   1|   0
982 |TYC 1979-1418-1                    |PM*|10 41 56.3363025600 +28 14 41.021503332|     ~   |11.08    |10.44    |     ~   |     ~   |F              |   3|   0
983 |CHSS 784                           |*  |10 46 56.3507465976 +29 25 54.747033960|     ~   |     ~   |16.49    |     ~   |     ~   |F              |   1|   0
984 |BD+39 2385                         |*  |10 52 35.0581375800 +38 23 55.475361636|     ~   |10.36    |9.92     |     ~   |     ~   |F              |   2|   0
985 |TYC 1980-743-1                     |*  |11 02 10.0816187400 +27 54 58.946626512|     ~   |11.51    |10.98    |     ~   |     ~   |F              |   3|   0
986 |CHSS 65                            |*  |10 53 06.5706710352 +29 11 30.197630544|     ~   |     ~   |13.66    |     ~   |     ~   |F              |   1|   0
987 |CHSS 66                            |*  |10 53 10.0 +29 31 04                   |     ~   |     ~   |15.41    |     ~   |     ~   |F              |   1|   0
988 |CHSS 68                            |*  |10 54 20.2 +29 16 30                   |     ~   |     ~   |14.46    |     ~   |     ~   |F              |   1|   0
989 |CHSS 70                            |*  |10 54 37.4682632736 +28 53 07.036848528|     ~   |     ~   |15.48    |     ~   |     ~   |F              |   1|   0
990 |CHSS 72                            |*  |10 55 34.1722799208 +29 41 50.827082604|     ~   |     ~   |14.65    |     ~   |     ~   |F              |   1|   0
991 |CHSS 74                            |*  |10 56 25.8114713736 +29 37 56.998444404|     ~   |     ~   |13.88    |     ~   |     ~   |F              |   1|   0
992 |CHSS 76                            |*  |10 56 55.3420553952 +29 37 40.696138524|     ~   |     ~   |13.41    |     ~   |     ~   |F              |   1|   0
993 |CHSS 78                            |*  |10 57 52.7968886856 +29 11 24.817690176|     ~   |     ~   |12.42    |     ~   |     ~   |F              |   1|   0
994 |CHSS 80                            |*  |10 59 18.4494422784 +28 54 36.021697848|     ~   |     ~   |15.38    |     ~   |     ~   |F              |   2|   0
995 |CHSS 84                            |*  |11 00 04.9829575104 +28 51 31.087473876|     ~   |     ~   |14.53    |     ~   |     ~   |F              |   2|   0
996 |CHSS 86                            |*  |11 00 05.3159966496 +29 25 22.715984424|     ~   |     ~   |15.15    |     ~   |     ~   |F              |   2|   0
997 |CHSS 89                            |*  |11 00 55.5284034816 +29 09 46.184630508|     ~   |     ~   |15.08    |     ~   |     ~   |F              |   2|   0
998 |CHSS 91                            |*  |11 01 23.8232864472 +29 27 22.524479532|     ~   |     ~   |13.29    |     ~   |     ~   |F              |   1|   0
999 |CHSS 93                            |*  |11 01 28.2655953936 +29 10 47.385674184|     ~   |     ~   |12.65    |     ~   |     ~   |F              |   1|   0
1000|CHSS 95                            |*  |11 02 34.7621038560 +28 55 54.038832384|     ~   |     ~   |13.12    |     ~   |     ~   |F              |   3|   0
